V1	Nodes	Betweenness_value	Degree_value	node_type	node_type_abbrev	WTC_membership
1461	TAF6	817.905731025399	36	Hub-Non-Bottleneck	HNB	14
1462	TAH18	232.960925867932	6	Non-Hub-Non-Bottleneck	NHNB	2
1463	TAM41	766.428056909933	8	Non-Hub-Non-Bottleneck	NHNB	1
1464	TAN1	228.538258647942	8	Non-Hub-Non-Bottleneck	NHNB	2
1465	TAT1	1480.99795814979	16	Non-Hub-Non-Bottleneck	NHNB	4
1466	TAT2	228.933599458062	9	Non-Hub-Non-Bottleneck	NHNB	4
1467	TAZ1	3181.8507832636	30	Hub-Bottleneck	HB	3
1468	TBF1	216.135759716755	9	Non-Hub-Non-Bottleneck	NHNB	14
1469	TCM62	526.370163827412	8	Non-Hub-Non-Bottleneck	NHNB	3
1470	TCO89	551.038725868044	13	Non-Hub-Non-Bottleneck	NHNB	4
1471	TDA10	585.384948018532	6	Non-Hub-Non-Bottleneck	NHNB	9
1472	TEF1	3001.6346063748	49	Hub-Bottleneck	HB	11
1473	TEF2	348.62682627112	31	Hub-Non-Bottleneck	HNB	11
1474	TEF4	2498.08234790237	22	Non-Hub-Bottleneck	NHB	4
1475	TEL1	1915.01219140024	42	Hub-Bottleneck	HB	14
1476	TEM1	752.227515433701	22	Non-Hub-Non-Bottleneck	NHNB	4
1477	TEP1	505.821652636522	16	Non-Hub-Non-Bottleneck	NHNB	12
1478	TES1	1365.59841821316	24	Non-Hub-Non-Bottleneck	NHNB	2
1479	TFB4	802.423061174174	55	Hub-Non-Bottleneck	HNB	14
1480	TGL3	852.868387058602	15	Non-Hub-Non-Bottleneck	NHNB	1
1481	TGL4	5357.17516271639	39	Hub-Bottleneck	HB	1
1482	THI2	13.0893296460696	2	Non-Hub-Non-Bottleneck	NHNB	9
1483	THI3	1250.04908020182	24	Non-Hub-Non-Bottleneck	NHNB	9
1484	THS1	376.755872784597	19	Non-Hub-Non-Bottleneck	NHNB	11
1485	TIF35	1233.85696757667	49	Hub-Non-Bottleneck	HNB	11
1486	TIF4631	4298.1491199918	84	Hub-Bottleneck	HB	8
1487	TIF5	894.407214961517	36	Hub-Non-Bottleneck	HNB	11
1488	TIM11	706.543089501525	22	Non-Hub-Non-Bottleneck	NHNB	3
1489	TIM12	632.083850698523	15	Non-Hub-Non-Bottleneck	NHNB	3
1490	TIM13	501.084449139087	23	Non-Hub-Non-Bottleneck	NHNB	3
1491	TIM17	1566.83276916185	39	Hub-Non-Bottleneck	HNB	3
1492	TIM18	347.671125615062	13	Non-Hub-Non-Bottleneck	NHNB	3
1493	TIM23	1027.21603711335	42	Hub-Non-Bottleneck	HNB	3
1494	TIM44	2463.28918895634	35	Hub-Bottleneck	HB	3
1495	TIM50	1322.56083458694	37	Hub-Non-Bottleneck	HNB	3
1496	TIM54	526.132321721669	44	Hub-Non-Bottleneck	HNB	3
1497	TIM8	256.161261639129	21	Non-Hub-Non-Bottleneck	NHNB	3
1498	TIM9	741.022532319962	28	Hub-Non-Bottleneck	HNB	3
1499	TIP20	81.8462565786427	8	Non-Hub-Non-Bottleneck	NHNB	5
1500	TKL1	3322.73683993753	26	Non-Hub-Bottleneck	NHB	2
1501	TKL2	719.472576634096	20	Non-Hub-Non-Bottleneck	NHNB	2
1502	TLG2	2495.71048879923	34	Hub-Bottleneck	HB	5
1503	TMA16	102.647064452001	3	Non-Hub-Non-Bottleneck	NHNB	17
1504	TML25	19.9991769425994	3	Non-Hub-Non-Bottleneck	NHNB	2
1505	TMN2	112.248591710532	3	Non-Hub-Non-Bottleneck	NHNB	10
1506	TOM1	1431.52806070015	33	Hub-Non-Bottleneck	HNB	4
1507	TOM20	1386.91484671725	32	Hub-Non-Bottleneck	HNB	3
1508	TOM22	3923.27568781776	39	Hub-Bottleneck	HB	3
1509	TOM40	2458.35492217687	51	Hub-Bottleneck	HB	3
1510	TOM6	1825.82999337453	31	Hub-Bottleneck	HB	3
1511	TOM7	507.903254391674	29	Hub-Non-Bottleneck	HNB	3
1512	TOM70	1264.54220665146	32	Hub-Non-Bottleneck	HNB	3
1513	TOM71	88.8879843747143	6	Non-Hub-Non-Bottleneck	NHNB	3
1514	TOP3	149.397420386146	14	Non-Hub-Non-Bottleneck	NHNB	14
1515	TOR1	23211.1405910663	104	Hub-Bottleneck	HB	4
1516	TOR2	6523.90691682062	49	Hub-Bottleneck	HB	4
1517	TPD3	1541.39383801828	30	Hub-Non-Bottleneck	HNB	4
1518	TPI1	423.982998535582	9	Non-Hub-Non-Bottleneck	NHNB	2
1519	TPK1	3381.86378422912	39	Hub-Bottleneck	HB	4
1520	TPK2	2948.649014966	40	Hub-Bottleneck	HB	4
1521	TPK3	1358.24253862383	27	Hub-Non-Bottleneck	HNB	4
1522	TPM1	762.967924960279	18	Non-Hub-Non-Bottleneck	NHNB	4
1523	TPS1	4044.13218114574	29	Hub-Bottleneck	HB	4
1524	TPS2	341.507201268601	8	Non-Hub-Non-Bottleneck	NHNB	2
1525	TRF5	106.835756701954	4	Non-Hub-Non-Bottleneck	NHNB	4
1526	TRM732	17.3158011908136	4	Non-Hub-Non-Bottleneck	NHNB	4
1527	TRP1	1199.07884845643	14	Non-Hub-Non-Bottleneck	NHNB	4
1528	TRP2	233.949846810509	6	Non-Hub-Non-Bottleneck	NHNB	4
1529	TRP5	743.575436890874	14	Non-Hub-Non-Bottleneck	NHNB	2
1530	TRR1	302.335076846976	10	Non-Hub-Non-Bottleneck	NHNB	24
1531	TRR2	64.296215295609	6	Non-Hub-Non-Bottleneck	NHNB	24
1532	TRS120	12.4291327937208	7	Non-Hub-Non-Bottleneck	NHNB	6
1533	TRS20	849.861278921242	19	Non-Hub-Non-Bottleneck	NHNB	6
1534	TRS33	273.197785941908	16	Non-Hub-Non-Bottleneck	NHNB	6
1535	TRS65	741.323718122876	14	Non-Hub-Non-Bottleneck	NHNB	6
1536	TRS85	348.881633558488	11	Non-Hub-Non-Bottleneck	NHNB	6
1537	TRX1	1181.32392898657	15	Non-Hub-Non-Bottleneck	NHNB	24
1538	TRX2	1690.23642980399	19	Non-Hub-Bottleneck	NHB	24
1539	TRZ1	357.608334167818	7	Non-Hub-Non-Bottleneck	NHNB	13
1540	TSA1	8009.68547033044	38	Hub-Bottleneck	HB	24
1541	TSA2	1095.91753488884	19	Non-Hub-Non-Bottleneck	NHNB	24
1542	TSC10	469.276447562079	13	Non-Hub-Non-Bottleneck	NHNB	27
1543	TSC13	1364.40070073911	15	Non-Hub-Non-Bottleneck	NHNB	4
1544	TSC3	121.425091555242	10	Non-Hub-Non-Bottleneck	NHNB	4
1545	TUB1	3589.14411466551	33	Hub-Bottleneck	HB	4
1546	TUB3	1151.14873018894	21	Non-Hub-Non-Bottleneck	NHNB	4
1547	TUB4	333.026021382164	12	Non-Hub-Non-Bottleneck	NHNB	4
1548	TUF1	1116.55222902344	49	Hub-Non-Bottleneck	HNB	11
1549	TUM1	1082.19036966597	12	Non-Hub-Non-Bottleneck	NHNB	18
1550	TUP1	2130.77721136695	26	Non-Hub-Bottleneck	NHB	4
1551	TVP15	29.0985905522065	4	Non-Hub-Non-Bottleneck	NHNB	2
1552	TVP23	502.768063244879	5	Non-Hub-Non-Bottleneck	NHNB	12
1553	TWF1	181.150506326658	7	Non-Hub-Non-Bottleneck	NHNB	4
1554	UBA1	3310.99214568885	35	Hub-Bottleneck	HB	4
1555	UBA4	193.824351613599	6	Non-Hub-Non-Bottleneck	NHNB	4
1556	UBC11	372.136627797519	29	Hub-Non-Bottleneck	HNB	4
1557	UBC13	1261.47998102845	50	Hub-Non-Bottleneck	HNB	14
1558	UBC4	7367.78129283625	79	Hub-Bottleneck	HB	4
1559	UBC7	4000.14840224686	46	Hub-Bottleneck	HB	4
1560	UBI4	49313.2898209246	233	Hub-Bottleneck	HB	4
1561	UBP13	107.345242404573	6	Non-Hub-Non-Bottleneck	NHNB	4
1562	UBP14	1188.73597422951	20	Non-Hub-Non-Bottleneck	NHNB	4
1563	UBP15	2509.16293658168	47	Hub-Bottleneck	HB	14
1564	UBP2	992.652720581285	16	Non-Hub-Non-Bottleneck	NHNB	4
1565	UBP3	5859.97551022868	51	Hub-Bottleneck	HB	4
1566	UBR1	2627.9390343942	34	Hub-Bottleneck	HB	4
1567	UBX2	645.500987250762	21	Non-Hub-Non-Bottleneck	NHNB	4
1568	UBX3	291.817187808929	10	Non-Hub-Non-Bottleneck	NHNB	4
1569	UFD1	1974.80455045641	31	Hub-Bottleneck	HB	4
1570	UFE1	983.392195851031	25	Non-Hub-Non-Bottleneck	NHNB	5
1571	UMP1	165.233228992857	21	Non-Hub-Non-Bottleneck	NHNB	4
1572	UPC2	110.753336785866	5	Non-Hub-Non-Bottleneck	NHNB	4
1573	UPS1	291.935823178088	6	Non-Hub-Non-Bottleneck	NHNB	21
1574	UPS2	64.5381078076506	3	Non-Hub-Non-Bottleneck	NHNB	21
1575	URE2	2091.11046056054	20	Non-Hub-Bottleneck	NHB	4
1576	URN1	132.124013255825	13	Non-Hub-Non-Bottleneck	NHNB	8
1577	USA1	889.645656014529	18	Non-Hub-Non-Bottleneck	NHNB	4
1578	USB1	134.586791490797	5	Non-Hub-Non-Bottleneck	NHNB	8
1579	USO1	1410.33921676133	22	Non-Hub-Non-Bottleneck	NHNB	5
1580	UTP13	272.29918960492	38	Hub-Non-Bottleneck	HNB	11
1581	UTP18	693.126890195866	36	Hub-Non-Bottleneck	HNB	11
1582	UTP20	996.17928151276	42	Hub-Non-Bottleneck	HNB	11
1583	UTP21	876.842014669214	43	Hub-Non-Bottleneck	HNB	11
1584	UTP6	286.597662142823	37	Hub-Non-Bottleneck	HNB	11
1585	UTP8	617.042636773504	34	Hub-Non-Bottleneck	HNB	11
1586	UTP9	354.777226577668	34	Hub-Non-Bottleneck	HNB	11
1587	UTR1	284.463955343398	10	Non-Hub-Non-Bottleneck	NHNB	9
1588	VAB2	22.4149375085326	3	Non-Hub-Non-Bottleneck	NHNB	27
1589	VAC14	1336.04247773701	16	Non-Hub-Non-Bottleneck	NHNB	12
1590	VAC17	149.091140911629	7	Non-Hub-Non-Bottleneck	NHNB	4
1591	VAC8	1112.1170529297	13	Non-Hub-Non-Bottleneck	NHNB	12
1592	VAM3	1460.46410444406	33	Hub-Non-Bottleneck	HNB	5
1593	VAM6	482.643671254391	22	Non-Hub-Non-Bottleneck	NHNB	5
1594	VAM7	450.128910351736	28	Hub-Non-Bottleneck	HNB	5
1595	VAN1	395.612501589127	15	Non-Hub-Non-Bottleneck	NHNB	29
1596	VAR1	456.13483499894	37	Hub-Non-Bottleneck	HNB	11
1597	VAS1	90.3732770670053	7	Non-Hub-Non-Bottleneck	NHNB	14
1598	VHS2	51.1905270934772	6	Non-Hub-Non-Bottleneck	NHNB	4
1599	VIP1	456.778634894954	10	Non-Hub-Non-Bottleneck	NHNB	4
1600	VMA1	2891.51283844945	32	Hub-Bottleneck	HB	3
1601	VMA10	436.516299297689	21	Non-Hub-Non-Bottleneck	NHNB	3
1602	VMA13	457.30338594691	21	Non-Hub-Non-Bottleneck	NHNB	3
1603	VMA2	6312.82080666558	40	Hub-Bottleneck	HB	3
1604	VMA3	5036.33425347056	51	Hub-Bottleneck	HB	3
1605	VMA5	636.39384947481	22	Non-Hub-Non-Bottleneck	NHNB	3
1606	VMA6	902.543227670097	23	Non-Hub-Non-Bottleneck	NHNB	3
1607	VMA8	3378.30270043687	40	Hub-Bottleneck	HB	3
1608	VMS1	1045.23376222566	17	Non-Hub-Non-Bottleneck	NHNB	3
1609	VPH1	4870.54135280693	33	Hub-Bottleneck	HB	3
1610	VPS1	7661.60553844916	49	Hub-Bottleneck	HB	4
1611	VPS13	360.154421087341	8	Non-Hub-Non-Bottleneck	NHNB	12
1612	VPS15	659.791179135332	16	Non-Hub-Non-Bottleneck	NHNB	12
1613	VPS16	767.045091119905	21	Non-Hub-Non-Bottleneck	NHNB	5
1614	VPS17	495.141338365076	8	Non-Hub-Non-Bottleneck	NHNB	4
1615	VPS21	3644.40146182109	48	Hub-Bottleneck	HB	6
1616	VPS27	1899.94243987327	24	Non-Hub-Bottleneck	NHB	4
1617	VPS3	585.459369541527	16	Non-Hub-Non-Bottleneck	NHNB	5
1618	VPS30	2010.40447273783	33	Hub-Bottleneck	HB	12
1619	VPS33	1136.12545614106	26	Non-Hub-Non-Bottleneck	NHNB	5
1620	VPS34	1699.57861222237	27	Hub-Bottleneck	HB	12
1621	VPS35	1515.26961563748	16	Non-Hub-Non-Bottleneck	NHNB	4
1622	VPS36	1559.90373619438	16	Non-Hub-Non-Bottleneck	NHNB	4
1623	VPS38	144.574142704366	11	Non-Hub-Non-Bottleneck	NHNB	12
1624	VPS41	869.391564665537	21	Non-Hub-Non-Bottleneck	NHNB	5
1625	VPS74	362.479367231248	11	Non-Hub-Non-Bottleneck	NHNB	6
1626	VPS75	76.2954412339862	12	Non-Hub-Non-Bottleneck	NHNB	14
1627	VPS8	294.477482833312	16	Non-Hub-Non-Bottleneck	NHNB	5
1628	VPS9	1487.69905913932	18	Non-Hub-Non-Bottleneck	NHNB	6
1629	VRP1	1568.59226221055	21	Non-Hub-Non-Bottleneck	NHNB	4
1630	VTC4	180.644992257245	8	Non-Hub-Non-Bottleneck	NHNB	4
1631	WBP1	4578.53943555794	41	Hub-Bottleneck	HB	6
1632	WHI2	298.521453984272	12	Non-Hub-Non-Bottleneck	NHNB	4
1633	WHI3	171.473835951295	13	Non-Hub-Non-Bottleneck	NHNB	4
1634	WTM1	44.5394276647205	5	Non-Hub-Non-Bottleneck	NHNB	4
1635	XRN1	3565.6910299799	42	Hub-Bottleneck	HB	8
1636	XRS2	58.2373248655166	10	Non-Hub-Non-Bottleneck	NHNB	14
1637	YAH1	111.398166471718	5	Non-Hub-Non-Bottleneck	NHNB	2
1638	YAP1	8619.07603889725	45	Hub-Bottleneck	HB	4
1639	YAT1	51.0911569167315	5	Non-Hub-Non-Bottleneck	NHNB	2
1640	YBP2	252.319570860147	22	Non-Hub-Non-Bottleneck	NHNB	7
1641	YCF1	2448.48640559441	41	Hub-Bottleneck	HB	4
1642	YDC1	218.002488016194	11	Non-Hub-Non-Bottleneck	NHNB	27
1643	YDJ1	7409.1861189865	45	Hub-Bottleneck	HB	4
1644	YDR248C	27.3160969633087	3	Non-Hub-Non-Bottleneck	NHNB	15
1645	YDR415C	40.4956852363359	4	Non-Hub-Non-Bottleneck	NHNB	8
1646	YEF1	274.594330874762	8	Non-Hub-Non-Bottleneck	NHNB	9
1647	YEF3	1270.99451968078	23	Non-Hub-Non-Bottleneck	NHNB	4
1648	YEH1	140.055701550077	7	Non-Hub-Non-Bottleneck	NHNB	6
1649	YER087C-A	12.4637091073401	4	Non-Hub-Non-Bottleneck	NHNB	6
1650	YET3	172.039550406744	7	Non-Hub-Non-Bottleneck	NHNB	4
1651	YFH1	4222.46636651293	40	Hub-Bottleneck	HB	2
1652	YGR054W	763.895706220687	31	Hub-Non-Bottleneck	HNB	8
1653	YHB1	945.515591657214	14	Non-Hub-Non-Bottleneck	NHNB	4
1654	YHC3	225.387419378493	7	Non-Hub-Non-Bottleneck	NHNB	4
1655	YHP1	217.688234927887	6	Non-Hub-Non-Bottleneck	NHNB	4
1656	YHR020W	476.240112400748	14	Non-Hub-Non-Bottleneck	NHNB	2
1657	YIP1	1226.28032190756	15	Non-Hub-Non-Bottleneck	NHNB	5
1658	YIP3	442.657722512626	10	Non-Hub-Non-Bottleneck	NHNB	6
1659	YIP5	1731.22611500519	4	Non-Hub-Bottleneck	NHB	34
1660	YJL045W	329.977123255792	23	Non-Hub-Non-Bottleneck	NHNB	23
1661	YJL218W	34.7286717514732	2	Non-Hub-Non-Bottleneck	NHNB	3
1662	YJU3	480.350922801415	14	Non-Hub-Non-Bottleneck	NHNB	1
1663	YKL069W	173.160647042103	7	Non-Hub-Non-Bottleneck	NHNB	18
1664	YKT6	3627.75841984525	42	Hub-Bottleneck	HB	5
1665	YKU80	123.562899005814	18	Non-Hub-Non-Bottleneck	NHNB	14
1666	YLR257W	43.0797646184552	3	Non-Hub-Non-Bottleneck	NHNB	9
1667	YLR287C	421.625901270134	5	Non-Hub-Non-Bottleneck	NHNB	16
1668	YLR345W	421.091444213534	10	Non-Hub-Non-Bottleneck	NHNB	2
1669	YME1	898.04023135375	18	Non-Hub-Non-Bottleneck	NHNB	3
1670	YML6	525.577599202619	56	Hub-Non-Bottleneck	HNB	11
1671	YMR099C	210.851711160646	10	Non-Hub-Non-Bottleneck	NHNB	2
1672	YMR1	100.996954512996	11	Non-Hub-Non-Bottleneck	NHNB	12
1673	YMR31	696.128549302675	23	Non-Hub-Non-Bottleneck	NHNB	11
1674	YMR315W	27.975351527043	3	Non-Hub-Non-Bottleneck	NHNB	19
1675	YND1	1450.80206651824	27	Hub-Non-Bottleneck	HNB	14
1676	YNL122C	1048.55548797905	70	Hub-Non-Bottleneck	HNB	11
1677	YOR1	505.173566970055	8	Non-Hub-Non-Bottleneck	NHNB	4
1678	YOS9	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4
1679	YPC1	119.926042016108	9	Non-Hub-Non-Bottleneck	NHNB	27
1680	YPK1	8540.08621268398	49	Hub-Bottleneck	HB	4
1681	YPK2	1608.58473448496	33	Hub-Non-Bottleneck	HNB	4
1682	YPL247C	145.965632303252	9	Non-Hub-Non-Bottleneck	NHNB	4
1683	YPT1	15953.7156716315	89	Hub-Bottleneck	HB	6
1684	YPT31	3989.34871387217	45	Hub-Bottleneck	HB	6
1685	YPT32	3144.15005770025	44	Hub-Bottleneck	HB	6
1686	YPT52	2178.7995108077	42	Hub-Bottleneck	HB	6
1687	YPT53	1010.82723814964	35	Hub-Non-Bottleneck	HNB	6
1688	YPT6	3770.59966553813	35	Hub-Bottleneck	HB	6
1689	YPT7	2291.90181574921	38	Hub-Bottleneck	HB	6
1690	YRA1	1004.59472304072	29	Hub-Non-Bottleneck	HNB	8
1691	YSA1	535.031708018722	11	Non-Hub-Non-Bottleneck	NHNB	11
1692	YSC84	31.4992503054915	5	Non-Hub-Non-Bottleneck	NHNB	4
1693	YSH1	266.949230883642	19	Non-Hub-Non-Bottleneck	NHNB	2
1694	YSR3	34.0624568891949	10	Non-Hub-Non-Bottleneck	NHNB	27
1695	YTA12	863.838453390043	14	Non-Hub-Non-Bottleneck	NHNB	4
1696	YTA7	987.930724749612	19	Non-Hub-Non-Bottleneck	NHNB	14
1697	YTH1	226.02088084884	18	Non-Hub-Non-Bottleneck	NHNB	2
1698	YUH1	958.965378796264	13	Non-Hub-Non-Bottleneck	NHNB	4
1699	YUR1	64.9250971713692	6	Non-Hub-Non-Bottleneck	NHNB	6
1700	YVC1	105.323862562497	5	Non-Hub-Non-Bottleneck	NHNB	6
1701	YVH1	635.266096740243	36	Hub-Non-Bottleneck	HNB	11
1702	ZDS1	611.341138797647	25	Non-Hub-Non-Bottleneck	NHNB	4
1703	ZIM17	70.8193978486739	5	Non-Hub-Non-Bottleneck	NHNB	14
1704	ZPR1	242.612367667918	10	Non-Hub-Non-Bottleneck	NHNB	4
1705	ZUO1	998.301998511459	19	Non-Hub-Non-Bottleneck	NHNB	4
