V1	Nodes	Betweenness_value	Degree_value	node_type	node_type_abbrev	WTC_membership
730	MCR1	778.409260187155	3	Non-Hub-Non-Bottleneck	NHNB	22
731	MCY1	788.763981523986	14	Non-Hub-Non-Bottleneck	NHNB	18
732	MDH1	1262.0651420018	23	Non-Hub-Non-Bottleneck	NHNB	9
733	MDH3	796.892438651616	22	Non-Hub-Non-Bottleneck	NHNB	9
734	MDJ1	752.485294525061	8	Non-Hub-Non-Bottleneck	NHNB	7
735	MDM10	595.570602546877	21	Non-Hub-Non-Bottleneck	NHNB	3
736	MDM12	245.756694187341	18	Non-Hub-Non-Bottleneck	NHNB	3
737	MDM34	215.228162532295	17	Non-Hub-Non-Bottleneck	NHNB	3
738	MDM35	2008.55520125603	17	Non-Hub-Bottleneck	NHB	3
739	MDV1	331.369173155269	10	Non-Hub-Non-Bottleneck	NHNB	4
740	MDY2	975.516604435773	31	Hub-Non-Bottleneck	HNB	4
741	MEC1	4408.11890163059	66	Hub-Bottleneck	HB	14
742	MEC3	200.831795349382	14	Non-Hub-Non-Bottleneck	NHNB	14
743	MED2	1352.48570216443	24	Non-Hub-Non-Bottleneck	NHNB	14
744	MED7	606.735723178892	32	Hub-Non-Bottleneck	HNB	14
745	MEF1	233.725318414276	21	Non-Hub-Non-Bottleneck	NHNB	8
746	MES1	845.388756252215	15	Non-Hub-Non-Bottleneck	NHNB	2
747	MET17	1115.11260003919	17	Non-Hub-Non-Bottleneck	NHNB	18
748	MET3	155.568404556588	5	Non-Hub-Non-Bottleneck	NHNB	2
749	MET6	904.7049663521	17	Non-Hub-Non-Bottleneck	NHNB	18
750	MFT1	1078.95998826497	10	Non-Hub-Non-Bottleneck	NHNB	4
751	MGA2	171.524223903371	9	Non-Hub-Non-Bottleneck	NHNB	4
752	MGE1	1255.53656922691	36	Hub-Non-Bottleneck	HNB	3
753	MGM1	1163.59700578748	9	Non-Hub-Non-Bottleneck	NHNB	3
754	MGR1	122.550042178706	6	Non-Hub-Non-Bottleneck	NHNB	3
755	MGR2	231.841011704576	9	Non-Hub-Non-Bottleneck	NHNB	3
756	MGS1	346.606951466297	11	Non-Hub-Non-Bottleneck	NHNB	14
757	MHR1	458.727511183796	35	Hub-Non-Bottleneck	HNB	11
758	MIA40	1223.30227289676	16	Non-Hub-Non-Bottleneck	NHNB	3
759	MIC10	82.9777048025481	10	Non-Hub-Non-Bottleneck	NHNB	3
760	MIC60	446.447323178017	13	Non-Hub-Non-Bottleneck	NHNB	3
761	MID1	244.325499910771	9	Non-Hub-Non-Bottleneck	NHNB	4
762	MID2	590.66839125457	17	Non-Hub-Non-Bottleneck	NHNB	4
763	MIF2	317.750118635581	9	Non-Hub-Non-Bottleneck	NHNB	7
764	MIG1	1380.49617569231	19	Non-Hub-Non-Bottleneck	NHNB	4
765	MIG2	1314.19151710947	11	Non-Hub-Non-Bottleneck	NHNB	4
766	MIH1	3177.59772921348	60	Hub-Bottleneck	HB	4
767	MIP1	146.35893470618	8	Non-Hub-Non-Bottleneck	NHNB	4
768	MIR1	573.686429719858	16	Non-Hub-Non-Bottleneck	NHNB	3
769	MIS1	667.178338882036	14	Non-Hub-Non-Bottleneck	NHNB	2
770	MLC1	743.280509832079	22	Non-Hub-Non-Bottleneck	NHNB	4
771	MLP1	182.915073596504	13	Non-Hub-Non-Bottleneck	NHNB	4
772	MLP2	9283.39536458692	67	Hub-Bottleneck	HB	4
773	MLS1	744.471818542359	27	Hub-Non-Bottleneck	HNB	9
774	MMF1	174.657841205628	5	Non-Hub-Non-Bottleneck	NHNB	2
775	MMM1	1062.75118786104	22	Non-Hub-Non-Bottleneck	NHNB	3
776	MMR1	54.7634139178649	6	Non-Hub-Non-Bottleneck	NHNB	4
777	MMS21	545.983174305412	19	Non-Hub-Non-Bottleneck	NHNB	14
778	MMS4	264.497991462107	17	Non-Hub-Non-Bottleneck	NHNB	14
779	MMT1	189.510915735502	4	Non-Hub-Non-Bottleneck	NHNB	32
780	MMT2	40.9395114035252	3	Non-Hub-Non-Bottleneck	NHNB	32
781	MNN10	761.53143725497	19	Non-Hub-Non-Bottleneck	NHNB	29
782	MNN11	960.158277159545	21	Non-Hub-Non-Bottleneck	NHNB	29
783	MNN9	1051.11006012954	19	Non-Hub-Non-Bottleneck	NHNB	29
784	MOG1	183.158181636294	8	Non-Hub-Non-Bottleneck	NHNB	4
785	MON1	110.90454101206	11	Non-Hub-Non-Bottleneck	NHNB	5
786	MOT1	997.040703163536	23	Non-Hub-Non-Bottleneck	NHNB	14
787	MOT3	2850.16163679999	16	Non-Hub-Bottleneck	NHB	4
788	MPA43	265.963247953781	8	Non-Hub-Non-Bottleneck	NHNB	4
789	MPD1	9.68541066386156	2	Non-Hub-Non-Bottleneck	NHNB	2
790	MPE1	1646.59293626017	36	Hub-Non-Bottleneck	HNB	4
791	MPH1	1073.20580742968	32	Hub-Non-Bottleneck	HNB	14
792	MRC1	430.307679909029	31	Hub-Non-Bottleneck	HNB	14
793	MRF1	726.232585360254	35	Hub-Non-Bottleneck	HNB	11
794	MRP1	858.475852438133	39	Hub-Non-Bottleneck	HNB	11
795	MRP13	413.013249850379	36	Hub-Non-Bottleneck	HNB	11
796	MRP2	1097.78906177813	75	Hub-Non-Bottleneck	HNB	11
797	MRP20	354.926280165982	36	Hub-Non-Bottleneck	HNB	11
798	MRP21	600.518659242297	36	Hub-Non-Bottleneck	HNB	11
799	MRP4	2316.39227391937	80	Hub-Bottleneck	HB	11
800	MRP7	1269.42250698667	73	Hub-Non-Bottleneck	HNB	11
801	MRP8	152.433853513085	5	Non-Hub-Non-Bottleneck	NHNB	16
802	MRPL10	5793.1259545411	86	Hub-Bottleneck	HB	11
803	MRPL16	820.4648378903	48	Hub-Non-Bottleneck	HNB	11
804	MRPL22	1369.79100678673	71	Hub-Non-Bottleneck	HNB	11
805	MRPL23	537.017204604891	61	Hub-Non-Bottleneck	HNB	11
806	MRPL3	592.978974696071	37	Hub-Non-Bottleneck	HNB	11
807	MRPL32	1436.03915193642	72	Hub-Non-Bottleneck	HNB	11
808	MRPL36	488.456968016313	36	Hub-Non-Bottleneck	HNB	11
809	MRPL6	619.471963654356	64	Hub-Non-Bottleneck	HNB	11
810	MRPL9	1986.23439079618	76	Hub-Bottleneck	HB	11
811	MRPS12	1583.09437894933	78	Hub-Non-Bottleneck	HNB	11
812	MRPS16	1521.74909147093	76	Hub-Non-Bottleneck	HNB	11
813	MRPS28	2114.20360452558	89	Hub-Bottleneck	HB	11
814	MRPS5	3274.88586840145	91	Hub-Bottleneck	HB	11
815	MRPS8	1410.76803171124	85	Hub-Non-Bottleneck	HNB	11
816	MRS3	507.360590405694	8	Non-Hub-Non-Bottleneck	NHNB	2
817	MRT4	1182.48758281824	79	Hub-Non-Bottleneck	HNB	11
818	MSB3	607.036261490725	18	Non-Hub-Non-Bottleneck	NHNB	6
819	MSB4	112.031515917287	13	Non-Hub-Non-Bottleneck	NHNB	6
820	MSC7	253.344126760026	5	Non-Hub-Non-Bottleneck	NHNB	6
821	MSF1	1029.54613997105	12	Non-Hub-Non-Bottleneck	NHNB	17
822	MSH6	668.221400593074	25	Non-Hub-Non-Bottleneck	NHNB	14
823	MSI1	338.361308483491	17	Non-Hub-Non-Bottleneck	NHNB	14
824	MSL1	920.486798124103	38	Hub-Non-Bottleneck	HNB	8
825	MSN2	1687.78085370603	33	Hub-Bottleneck	HB	4
826	MSN4	661.474315328685	25	Non-Hub-Non-Bottleneck	NHNB	4
827	MSP1	50.758882706016	5	Non-Hub-Non-Bottleneck	NHNB	30
828	MSS1	79.9146491201985	3	Non-Hub-Non-Bottleneck	NHNB	33
829	MSS2	0	2	Non-Hub-Non-Bottleneck	NHNB	23
830	MSS4	1200.27813310932	25	Non-Hub-Non-Bottleneck	NHNB	4
831	MSS51	780.985975399746	12	Non-Hub-Non-Bottleneck	NHNB	23
832	MTF1	111.152789167027	4	Non-Hub-Non-Bottleneck	NHNB	8
833	MTF2	555.666263140429	8	Non-Hub-Non-Bottleneck	NHNB	8
834	MTL1	267.272793744507	10	Non-Hub-Non-Bottleneck	NHNB	4
835	MTQ2	83.7734349480546	5	Non-Hub-Non-Bottleneck	NHNB	4
836	MTR10	573.356981185003	10	Non-Hub-Non-Bottleneck	NHNB	4
837	MTR3	302.041809557699	13	Non-Hub-Non-Bottleneck	NHNB	8
838	MUB1	18.3168965381853	4	Non-Hub-Non-Bottleneck	NHNB	4
839	MUD1	1636.58611393948	41	Hub-Non-Bottleneck	HNB	8
840	MUK1	283.278809501536	6	Non-Hub-Non-Bottleneck	NHNB	3
841	MUS81	410.480508625612	20	Non-Hub-Non-Bottleneck	NHNB	14
842	MVD1	189.331800339768	4	Non-Hub-Non-Bottleneck	NHNB	28
843	MVP1	284.943820587933	5	Non-Hub-Non-Bottleneck	NHNB	10
844	MYO1	2585.50224524738	34	Hub-Bottleneck	HB	4
845	MYO2	7432.14585398391	49	Hub-Bottleneck	HB	4
846	MYO4	2079.6981331206	31	Hub-Bottleneck	HB	4
847	MYO5	252.874884101201	12	Non-Hub-Non-Bottleneck	NHNB	4
848	NA	1252.07082899026	11	Non-Hub-Non-Bottleneck	NHNB	4
849	NAB2	421.646839841106	16	Non-Hub-Non-Bottleneck	NHNB	8
850	NAF1	63.4828982144865	8	Non-Hub-Non-Bottleneck	NHNB	8
851	NAM7	6378.14112847931	73	Hub-Bottleneck	HB	8
852	NAM8	1821.08853694068	38	Hub-Bottleneck	HB	8
853	NAM9	1021.14978157253	56	Hub-Non-Bottleneck	HNB	11
854	NAP1	6505.07786352322	43	Hub-Bottleneck	HB	4
855	NAS2	1408.2867914482	46	Hub-Non-Bottleneck	HNB	4
856	NCP1	6695.66558770215	31	Hub-Bottleneck	HB	2
857	NDE1	1193.96883157615	32	Hub-Non-Bottleneck	HNB	23
858	NDE2	1241.24944710721	31	Hub-Non-Bottleneck	HNB	23
859	NDI1	2220.12530291114	34	Hub-Bottleneck	HB	23
860	NEJ1	240.061018548157	17	Non-Hub-Non-Bottleneck	NHNB	14
861	NEL1	225.185476658021	5	Non-Hub-Non-Bottleneck	NHNB	4
862	NFS1	672.556482929069	12	Non-Hub-Non-Bottleneck	NHNB	2
863	NGL2	350.777733371083	5	Non-Hub-Non-Bottleneck	NHNB	17
864	NGR1	417.416738336872	8	Non-Hub-Non-Bottleneck	NHNB	8
865	NHA1	67.5304121918775	3	Non-Hub-Non-Bottleneck	NHNB	4
866	NHP2	1292.34023182442	39	Hub-Non-Bottleneck	HNB	8
867	NHX1	123.598850243182	5	Non-Hub-Non-Bottleneck	NHNB	5
868	NIP1	510.964695935634	39	Hub-Non-Bottleneck	HNB	11
869	NIP100	395.190115303105	14	Non-Hub-Non-Bottleneck	NHNB	4
870	NIS1	91.5381414156627	5	Non-Hub-Non-Bottleneck	NHNB	4
871	NIT3	3684.49779573982	34	Hub-Bottleneck	HB	2
872	NKP2	62.6997924884963	8	Non-Hub-Non-Bottleneck	NHNB	7
873	NMD2	1966.40367825218	50	Hub-Bottleneck	HB	11
874	NMD3	1140.22678182089	50	Hub-Non-Bottleneck	HNB	11
875	NMD5	959.203753629724	14	Non-Hub-Non-Bottleneck	NHNB	4
876	NMT1	382.612821453709	10	Non-Hub-Non-Bottleneck	NHNB	1
877	NNR1	233.710024760079	6	Non-Hub-Non-Bottleneck	NHNB	4
878	NOC3	949.335428689902	52	Hub-Non-Bottleneck	HNB	11
879	NOP1	2651.26473291321	61	Hub-Bottleneck	HB	11
880	NOP2	677.280816992783	46	Hub-Non-Bottleneck	HNB	11
881	NOT3	946.698773117262	17	Non-Hub-Non-Bottleneck	NHNB	4
882	NOT5	512.766892731809	16	Non-Hub-Non-Bottleneck	NHNB	4
883	NPL4	2958.35853683973	37	Hub-Bottleneck	HB	4
884	NPL6	667.343194157462	12	Non-Hub-Non-Bottleneck	NHNB	14
885	NPR1	1080.82281445664	15	Non-Hub-Non-Bottleneck	NHNB	4
886	NPT1	157.483803101878	6	Non-Hub-Non-Bottleneck	NHNB	2
887	NSA2	773.936414173428	69	Hub-Non-Bottleneck	HNB	11
888	NSI1	320.269623244221	15	Non-Hub-Non-Bottleneck	NHNB	8
889	NSP1	835.966629198091	20	Non-Hub-Non-Bottleneck	NHNB	4
890	NTE1	3201.44090829132	22	Non-Hub-Bottleneck	NHB	1
891	NTF2	76.0786535113523	8	Non-Hub-Non-Bottleneck	NHNB	4
892	NUC1	214.537444223798	7	Non-Hub-Non-Bottleneck	NHNB	13
893	NUM1	407.877616249745	11	Non-Hub-Non-Bottleneck	NHNB	4
894	NUP1	1343.85233772835	23	Non-Hub-Non-Bottleneck	NHNB	4
895	NUP120	82.0036910735017	9	Non-Hub-Non-Bottleneck	NHNB	4
896	NUP2	1414.10056594944	24	Non-Hub-Non-Bottleneck	NHNB	4
897	NUP82	288.463514067769	15	Non-Hub-Non-Bottleneck	NHNB	4
898	NUP84	1578.16245156785	22	Non-Hub-Non-Bottleneck	NHNB	4
899	NUP85	277.157285064154	14	Non-Hub-Non-Bottleneck	NHNB	4
900	NYV1	1318.66350977244	30	Hub-Non-Bottleneck	HNB	5
901	OAR1	39.1305381618353	4	Non-Hub-Non-Bottleneck	NHNB	13
902	OCH1	1433.74148230274	20	Non-Hub-Non-Bottleneck	NHNB	29
903	OKP1	664.00036387517	25	Non-Hub-Non-Bottleneck	NHNB	7
904	OLE1	5677.36336702121	30	Hub-Bottleneck	HB	4
905	OLI1	3104.82955391472	59	Hub-Bottleneck	HB	3
906	OMA1	13.1590602357397	3	Non-Hub-Non-Bottleneck	NHNB	3
907	OPI1	1250.6168221645	18	Non-Hub-Non-Bottleneck	NHNB	4
908	OPI3	861.969429896217	18	Non-Hub-Non-Bottleneck	NHNB	1
909	ORC1	461.825357621877	20	Non-Hub-Non-Bottleneck	NHNB	14
910	ORC5	957.099423183727	31	Hub-Non-Bottleneck	HNB	14
911	ORM1	1056.12242804897	30	Hub-Non-Bottleneck	HNB	6
912	ORM2	2088.38534222971	35	Hub-Bottleneck	HB	6
913	OSH3	1113.67942478795	13	Non-Hub-Non-Bottleneck	NHNB	4
914	OST1	3136.67462469428	51	Hub-Bottleneck	HB	11
915	OST3	3286.72815410493	37	Hub-Bottleneck	HB	6
916	OST5	139.055937992313	15	Non-Hub-Non-Bottleneck	NHNB	6
917	OST6	819.198611202533	20	Non-Hub-Non-Bottleneck	NHNB	6
918	OTU1	102.306698927385	11	Non-Hub-Non-Bottleneck	NHNB	4
919	OXA1	2812.19475447694	27	Hub-Bottleneck	HB	3
920	OXP1	101.291343824874	11	Non-Hub-Non-Bottleneck	NHNB	9
921	PAA1	392.214794972549	12	Non-Hub-Non-Bottleneck	NHNB	4
922	PAB1	6408.16668684237	88	Hub-Bottleneck	HB	8
923	PAC1	510.957178148427	10	Non-Hub-Non-Bottleneck	NHNB	4
924	PAC10	1047.26202299837	20	Non-Hub-Non-Bottleneck	NHNB	4
925	PAF1	2861.08625543758	27	Hub-Bottleneck	HB	4
926	PAH1	5579.6086623126	38	Hub-Bottleneck	HB	1
927	PAM16	223.220713621637	29	Hub-Non-Bottleneck	HNB	3
928	PAM18	223.220713621637	29	Hub-Non-Bottleneck	HNB	3
929	PAN1	609.870393846742	16	Non-Hub-Non-Bottleneck	NHNB	4
930	PAP1	663.911724642769	23	Non-Hub-Non-Bottleneck	NHNB	2
931	PAT1	2917.30499811648	45	Hub-Bottleneck	HB	8
932	PBI2	89.6677148975886	5	Non-Hub-Non-Bottleneck	NHNB	6
933	PBN1	431.185138852836	17	Non-Hub-Non-Bottleneck	NHNB	29
934	PBP1	676.234777342786	15	Non-Hub-Non-Bottleneck	NHNB	8
935	PBR1	423.342199856658	12	Non-Hub-Non-Bottleneck	NHNB	6
936	PCA1	1185.85597509604	19	Non-Hub-Non-Bottleneck	NHNB	4
937	PCD1	116.058563948778	9	Non-Hub-Non-Bottleneck	NHNB	11
938	PCI8	42.9752215196429	6	Non-Hub-Non-Bottleneck	NHNB	4
939	PCK1	623.442715907887	22	Non-Hub-Non-Bottleneck	NHNB	9
940	PCM1	165.861941351656	4	Non-Hub-Non-Bottleneck	NHNB	1
941	PCP1	62.919584829158	4	Non-Hub-Non-Bottleneck	NHNB	3
942	PCT1	278.994025134499	9	Non-Hub-Non-Bottleneck	NHNB	1
943	PDA1	2913.77890560971	39	Hub-Bottleneck	HB	9
944	PDB1	5817.26976609787	46	Hub-Bottleneck	HB	9
945	PDC1	2430.32430117031	30	Hub-Bottleneck	HB	9
946	PDC6	905.759800123507	24	Non-Hub-Non-Bottleneck	NHNB	9
947	PDE2	2998.33223348626	30	Hub-Bottleneck	HB	4
948	PDI1	3019.99060439258	25	Non-Hub-Bottleneck	NHB	2
949	PDR1	678.961353582792	16	Non-Hub-Non-Bottleneck	NHNB	4
950	PDR12	233.111106082191	7	Non-Hub-Non-Bottleneck	NHNB	4
951	PDR3	329.664008002387	10	Non-Hub-Non-Bottleneck	NHNB	4
952	PDR5	1145.20194851113	17	Non-Hub-Non-Bottleneck	NHNB	4
953	PEP12	3003.92060597121	34	Hub-Bottleneck	HB	5
954	PEP3	1347.48889924475	24	Non-Hub-Non-Bottleneck	NHNB	5
955	PEP4	4412.16320984063	36	Hub-Bottleneck	HB	2
956	PEP5	500.468829465667	20	Non-Hub-Non-Bottleneck	NHNB	5
957	PEP7	254.520785089392	12	Non-Hub-Non-Bottleneck	NHNB	5
958	PEP8	1260.72795828489	18	Non-Hub-Non-Bottleneck	NHNB	4
959	PET100	0	1	Non-Hub-Non-Bottleneck	NHNB	36
960	PET127	54.7592633833935	3	Non-Hub-Non-Bottleneck	NHNB	8
961	PET9	1768.85090835037	19	Non-Hub-Bottleneck	NHB	3
962	PEX11	1002.87753555039	14	Non-Hub-Non-Bottleneck	NHNB	2
963	PEX13	928.663331235062	26	Non-Hub-Non-Bottleneck	NHNB	2
964	PEX14	1338.47772987985	28	Hub-Non-Bottleneck	HNB	2
965	PEX15	128.475514387438	6	Non-Hub-Non-Bottleneck	NHNB	2
966	PEX18	43.2689446509248	5	Non-Hub-Non-Bottleneck	NHNB	2
967	PEX19	410.141150468535	13	Non-Hub-Non-Bottleneck	NHNB	2
968	PEX27	72.0168152511727	3	Non-Hub-Non-Bottleneck	NHNB	2
969	PEX3	207.342492949181	7	Non-Hub-Non-Bottleneck	NHNB	2
970	PEX34	148.583867941232	5	Non-Hub-Non-Bottleneck	NHNB	2
971	PEX5	2735.28453051598	31	Hub-Bottleneck	HB	2
972	PFA3	20.7950497693967	2	Non-Hub-Non-Bottleneck	NHNB	2
973	PFK1	1636.06346705902	22	Non-Hub-Non-Bottleneck	NHNB	2
974	PFK2	468.613654507714	13	Non-Hub-Non-Bottleneck	NHNB	2
975	PFS1	862.825239021677	6	Non-Hub-Non-Bottleneck	NHNB	15
976	PFS2	481.422230297434	20	Non-Hub-Non-Bottleneck	NHNB	2
977	PGA3	34.8812312500497	2	Non-Hub-Non-Bottleneck	NHNB	22
978	PGC1	156.606344452098	7	Non-Hub-Non-Bottleneck	NHNB	1
979	PGI1	1510.21247595782	23	Non-Hub-Non-Bottleneck	NHNB	2
980	PGK1	1265.2405549768	14	Non-Hub-Non-Bottleneck	NHNB	4
981	PGM1	523.510110369328	13	Non-Hub-Non-Bottleneck	NHNB	2
982	PGM2	2033.64189833992	20	Non-Hub-Bottleneck	NHB	2
983	PGS1	261.62394211445	8	Non-Hub-Non-Bottleneck	NHNB	1
984	PHB1	2587.36470388855	22	Non-Hub-Bottleneck	NHB	4
985	PHB2	1675.50783543009	19	Non-Hub-Bottleneck	NHB	4
986	PHO4	939.152011196912	16	Non-Hub-Non-Bottleneck	NHNB	4
987	PHO80	2304.46186866409	31	Hub-Bottleneck	HB	12
988	PHO81	305.487774682264	10	Non-Hub-Non-Bottleneck	NHNB	6
989	PHO84	573.3998768505	10	Non-Hub-Non-Bottleneck	NHNB	6
990	PHO85	5431.02722444381	48	Hub-Bottleneck	HB	4
991	PHO86	1039.74576399217	9	Non-Hub-Non-Bottleneck	NHNB	6
992	PHO87	204.146207680662	5	Non-Hub-Non-Bottleneck	NHNB	6
993	PHS1	32.8974839751172	4	Non-Hub-Non-Bottleneck	NHNB	4
994	PIB1	9.52866256674193	3	Non-Hub-Non-Bottleneck	NHNB	12
995	PIB2	101.885283912999	7	Non-Hub-Non-Bottleneck	NHNB	12
996	PIK1	883.164634410853	24	Non-Hub-Non-Bottleneck	NHNB	4
997	PIM1	2216.99604568923	29	Hub-Bottleneck	HB	2
998	PIN4	197.380011709912	14	Non-Hub-Non-Bottleneck	NHNB	14
999	PIS1	1563.26382836015	15	Non-Hub-Non-Bottleneck	NHNB	1
1000	PKC1	10036.5203434019	70	Hub-Bottleneck	HB	4
1001	PKP1	10.135454752482	6	Non-Hub-Non-Bottleneck	NHNB	9
1002	PLB1	166.411518872648	8	Non-Hub-Non-Bottleneck	NHNB	1
1003	PLB2	5.3663769382199	6	Non-Hub-Non-Bottleneck	NHNB	1
1004	PLB3	664.654984517617	10	Non-Hub-Non-Bottleneck	NHNB	1
1005	PLC1	8623.78957307517	59	Hub-Bottleneck	HB	7
1006	PMA1	1734.6152919605	17	Non-Hub-Bottleneck	NHB	4
1007	PMP3	62.1525084847453	4	Non-Hub-Non-Bottleneck	NHNB	4
1008	PMR1	5782.41817909409	32	Hub-Bottleneck	HB	4
1009	PMT1	1938.03046222242	25	Non-Hub-Bottleneck	NHB	29
1010	PMT2	2362.54919594396	27	Hub-Bottleneck	HB	29
1011	PMT4	119.394788936068	14	Non-Hub-Non-Bottleneck	NHNB	29
1012	PMT5	989.007966539367	15	Non-Hub-Non-Bottleneck	NHNB	29
1013	PMT6	189.296114663524	15	Non-Hub-Non-Bottleneck	NHNB	29
1014	PNC1	300.416986123994	9	Non-Hub-Non-Bottleneck	NHNB	2
1015	POL2	3331.84918720291	63	Hub-Bottleneck	HB	14
1016	POL30	2572.37259693845	70	Hub-Bottleneck	HB	14
1017	POM33	115.101205625724	4	Non-Hub-Non-Bottleneck	NHNB	26
1018	POP2	1750.04190299441	23	Non-Hub-Bottleneck	NHB	4
1019	POR1	2529.7648511405	29	Hub-Bottleneck	HB	3
1020	POS5	66.9711388726422	8	Non-Hub-Non-Bottleneck	NHNB	9
1021	POT1	6394.90069574265	40	Hub-Bottleneck	HB	2
1022	POX1	4000.36061848677	28	Hub-Bottleneck	HB	2
1023	PPH21	1260.47652934063	37	Hub-Non-Bottleneck	HNB	4
1024	PPH22	2492.59341932677	47	Hub-Bottleneck	HB	4
1025	PPH3	1436.11248830191	30	Hub-Non-Bottleneck	HNB	4
1026	PPT1	256.942548235948	9	Non-Hub-Non-Bottleneck	NHNB	4
1027	PPZ1	2181.94580975147	29	Hub-Bottleneck	HB	4
1028	PRB1	452.309372132447	10	Non-Hub-Non-Bottleneck	NHNB	6
1029	PRC1	695.090554629135	23	Non-Hub-Non-Bottleneck	NHNB	4
1030	PRD1	34.8987983847876	3	Non-Hub-Non-Bottleneck	NHNB	18
1031	PRE1	1774.79877370687	64	Hub-Bottleneck	HB	4
1032	PRE2	3149.19779023837	66	Hub-Bottleneck	HB	4
1033	PRE3	421.662861574003	51	Hub-Non-Bottleneck	HNB	4
1034	PRE4	1793.31246473302	58	Hub-Bottleneck	HB	4
1035	PRE5	1185.63757999132	55	Hub-Non-Bottleneck	HNB	4
1036	PRE6	1337.22894609382	57	Hub-Non-Bottleneck	HNB	4
1037	PRE7	1134.90646266915	53	Hub-Non-Bottleneck	HNB	4
1038	PRE8	4437.37691999115	70	Hub-Bottleneck	HB	4
1039	PRE9	1632.81207329069	60	Hub-Non-Bottleneck	HNB	4
1040	PRM1	186.392241282858	5	Non-Hub-Non-Bottleneck	NHNB	31
1041	PRO1	571.255315311467	10	Non-Hub-Non-Bottleneck	NHNB	4
1042	PRO3	230.977713886234	5	Non-Hub-Non-Bottleneck	NHNB	19
1043	PRP11	1383.23923248269	39	Hub-Non-Bottleneck	HNB	8
1044	PRP18	1301.99237036675	26	Non-Hub-Non-Bottleneck	NHNB	8
1045	PRP19	3591.4416675164	41	Hub-Bottleneck	HB	8
1046	PRP2	837.970289874915	24	Non-Hub-Non-Bottleneck	NHNB	8
1047	PRP3	550.430097653266	33	Hub-Non-Bottleneck	HNB	8
1048	PRP39	128.548983957896	16	Non-Hub-Non-Bottleneck	NHNB	8
1049	PRP45	654.036775585899	27	Hub-Non-Bottleneck	HNB	8
1050	PRP46	672.956215965909	28	Hub-Non-Bottleneck	HNB	8
1051	PRP6	1426.37054392666	46	Hub-Non-Bottleneck	HNB	8
1052	PRP8	2722.21264765498	54	Hub-Bottleneck	HB	8
1053	PRS3	1252.31928313137	25	Non-Hub-Non-Bottleneck	NHNB	4
1054	PRX1	545.615731126979	11	Non-Hub-Non-Bottleneck	NHNB	24
1055	PRY2	41.6208682074517	3	Non-Hub-Non-Bottleneck	NHNB	1
1056	PSD1	3397.08321776392	29	Hub-Bottleneck	HB	1
1057	PSD2	1768.92217348559	16	Non-Hub-Bottleneck	NHB	1
1058	PSE1	2585.15248812471	32	Hub-Bottleneck	HB	4
1059	PSK1	633.803886363093	12	Non-Hub-Non-Bottleneck	NHNB	4
1060	PST2	19.1316506906573	3	Non-Hub-Non-Bottleneck	NHNB	13
1061	PTA1	878.231180765229	21	Non-Hub-Non-Bottleneck	NHNB	2
1062	PTC1	1992.31761047969	28	Hub-Bottleneck	HB	4
1063	PTC2	2346.56554176979	26	Non-Hub-Bottleneck	NHB	4
1064	PTC3	942.032613753662	18	Non-Hub-Non-Bottleneck	NHNB	4
1065	PTC4	105.468545034513	6	Non-Hub-Non-Bottleneck	NHNB	4
1066	PTI1	226.618201899569	18	Non-Hub-Non-Bottleneck	NHNB	2
1067	PTP1	1459.21618327277	22	Non-Hub-Non-Bottleneck	NHNB	2
1068	PUB1	235.171858932455	14	Non-Hub-Non-Bottleneck	NHNB	8
1069	PUF3	339.568952223103	9	Non-Hub-Non-Bottleneck	NHNB	4
1070	PUF6	1157.78965528112	52	Hub-Non-Bottleneck	HNB	11
1071	PUP2	1775.54855830387	57	Hub-Bottleneck	HB	4
1072	PUT1	570.142424099365	5	Non-Hub-Non-Bottleneck	NHNB	19
1073	PUT2	992.365260680924	23	Non-Hub-Non-Bottleneck	NHNB	9
1074	PWP2	3084.39956758674	48	Hub-Bottleneck	HB	11
1075	PXA1	95.3119806144817	6	Non-Hub-Non-Bottleneck	NHNB	8
1076	PXA2	274.447681941802	9	Non-Hub-Non-Bottleneck	NHNB	8
1077	PYC1	2566.82863783663	35	Hub-Bottleneck	HB	9
1078	QCR10	463.820240457765	27	Hub-Non-Bottleneck	HNB	23
1079	QCR2	2111.48345304153	38	Hub-Bottleneck	HB	23
1080	QCR6	559.999204421067	31	Hub-Non-Bottleneck	HNB	23
1081	QCR8	248.1387908184	30	Hub-Non-Bottleneck	HNB	23
1082	QCR9	783.537948784663	31	Hub-Non-Bottleneck	HNB	23
1083	QNS1	37.0327499075666	5	Non-Hub-Non-Bottleneck	NHNB	2
1084	RAD1	1322.41295329811	56	Hub-Non-Bottleneck	HNB	14
1085	RAD10	1237.63394864324	42	Hub-Non-Bottleneck	HNB	14
1086	RAD14	673.556887320546	47	Hub-Non-Bottleneck	HNB	14
1087	RAD17	598.087601245176	31	Hub-Non-Bottleneck	HNB	14
1088	RAD18	922.103220345544	36	Hub-Non-Bottleneck	HNB	14
1089	RAD2	586.089854149505	44	Hub-Non-Bottleneck	HNB	14
1090	RAD23	2118.09678586485	61	Hub-Bottleneck	HB	4
1091	RAD24	1183.04124856276	38	Hub-Non-Bottleneck	HNB	14
1092	RAD27	622.872389368232	29	Hub-Non-Bottleneck	HNB	14
1093	RAD3	3545.35398644531	69	Hub-Bottleneck	HB	14
