rownames(topologies_lipid_stress_data_cluster_color)	Nodes	Betweenness_value	Degree_value	node_type	node_type_abbrev	WTC_membership	Cluster_number	Color
545	HAP1	681.015696675536	9	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
546	HAP2	360.973634073231	15	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
547	HAS1	939.821218712937	66	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
548	HCH1	315.636363651631	6	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
549	HCM1	555.983274778327	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
550	HDA1	1776.4865332811	36	Hub-Bottleneck	HB	14	Cluster 14	#99A813
551	HEH2	39.0321892658328	3	Non-Hub-Non-Bottleneck	NHNB	31	Cluster 31	#D95F02
552	HEL1	668.173762702359	35	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
553	HEM1	735.974916619484	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
554	HEM13	534.847166746139	10	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
555	HEM14	73.1981292506482	3	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
556	HFA1	914.964627716728	17	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
557	HFD1	6383.51432276259	41	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
558	HHF1	9861.08910702703	85	Hub-Bottleneck	HB	14	Cluster 14	#99A813
559	HHF2	4690.89831737834	74	Hub-Bottleneck	HB	14	Cluster 14	#99A813
560	HHT2	13725.8024291473	112	Hub-Bottleneck	HB	14	Cluster 14	#99A813
561	HIR1	527.700096170868	21	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
562	HIR2	1472.72459231144	20	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
563	HIR3	269.744880609355	9	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
564	HLJ1	521.095663457145	32	Hub-Non-Bottleneck	HNB	6	Cluster 6	#A6761D
565	HMG1	967.680545945889	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
566	HMG2	619.756840243748	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
567	HOC1	101.078496945858	15	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
568	HOF1	919.857053313725	20	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
569	HOG1	13903.8070000658	80	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
570	HOM6	974.287000519972	14	Non-Hub-Non-Bottleneck	NHNB	18	Cluster 18	#9A7449
571	HPC2	77.4415366736376	8	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
572	HRD1	2868.90058767491	34	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
573	HRD3	1612.23154366065	28	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
574	HRP1	1719.41038044866	49	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
575	HRR25	3472.37432829285	27	Hub-Bottleneck	HB	14	Cluster 14	#99A813
576	HRT1	3696.58858995088	94	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
577	HRT3	334.923029835371	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
578	HSC82	6772.31925870685	53	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
579	HSF1	2300.25100894411	43	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
580	HSL1	1059.53940840573	27	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
581	HSM3	33.415128500064	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
582	HSP10	89.0002201840878	6	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
583	HSP104	2144.85169162284	28	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
584	HSP26	58.4565974771271	3	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
585	HSP31	873.967329872992	13	Non-Hub-Non-Bottleneck	NHNB	20	Cluster 20	#CD4274
586	HSP42	1584.9949006087	15	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
587	HSP60	5417.63409188641	53	Hub-Bottleneck	HB	3	Cluster 3	#806C49
588	HSP78	44.2333774513291	3	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
589	HSP82	13503.9012731881	77	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
590	HST1	1851.04354956975	32	Hub-Bottleneck	HB	14	Cluster 14	#99A813
591	HST4	679.69171946878	12	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
592	HSV2	555.079090906783	14	Non-Hub-Non-Bottleneck	NHNB	12	Cluster 12	#CCAA08
593	HTA1	2573.71934882914	66	Hub-Bottleneck	HB	14	Cluster 14	#99A813
594	HTA2	1705.72794426388	57	Hub-Bottleneck	HB	14	Cluster 14	#99A813
595	HTB1	6216.73416380814	81	Hub-Bottleneck	HB	14	Cluster 14	#99A813
596	HTB2	2043.07679545294	60	Hub-Bottleneck	HB	14	Cluster 14	#99A813
597	HTZ1	2926.26005310704	54	Hub-Bottleneck	HB	14	Cluster 14	#99A813
598	HXK2	2522.91652004734	27	Hub-Bottleneck	HB	2	Cluster 2	#736957
599	HYP2	2580.89835668092	62	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
600	HYR1	431.504646203431	11	Non-Hub-Non-Bottleneck	NHNB	24	Cluster 24	#A354A3
601	IBA57	117.580757574132	5	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
602	ICE2	254.49454498457	6	Non-Hub-Non-Bottleneck	NHNB	10	Cluster 10	#D9A007
603	ICL1	362.119592337125	10	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
604	ICL2	279.286597780781	8	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
605	ICT1	19.0238671227894	2	Non-Hub-Non-Bottleneck	NHNB	16	Cluster 16	#66A61E
606	IDH1	3437.48522844361	55	Hub-Bottleneck	HB	3	Cluster 3	#806C49
607	IDH2	2160.34598582385	32	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
608	IDP1	5368.59815573371	44	Hub-Bottleneck	HB	2	Cluster 2	#736957
609	IDP3	469.005084154605	16	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
610	IFA38	2054.35851606892	17	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
611	IFM1	669.565039945063	26	Non-Hub-Non-Bottleneck	NHNB	11	Cluster 11	#E6AB02
612	IKI3	284.126368897819	12	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
613	ILS1	1676.85299518651	21	Non-Hub-Bottleneck	NHB	2	Cluster 2	#736957
614	ILV1	3630.04779802368	30	Hub-Bottleneck	HB	2	Cluster 2	#736957
615	ILV2	574.622737854067	18	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
616	ILV5	402.954837147114	9	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
617	ILV6	368.877494435674	16	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
618	IMD2	416.960276641261	10	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
619	IMD3	361.882919618544	9	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
620	IMG2	129.392940648156	36	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
621	IML3	724.27729333398	27	Hub-Non-Bottleneck	HNB	7	Cluster 7	#B38118
622	INM2	21.9357308599822	3	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
623	INO1	1403.76968838847	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
624	INO2	162.986324734484	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
625	INO4	176.932971489599	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
626	INO80	403.223913414867	23	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
627	INP51	488.23504674061	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
628	INP54	109.680634722673	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
629	IOC2	197.897602638968	10	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
630	IPL1	6253.48605176121	74	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
631	IRA1	214.792635712902	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
632	IRA2	346.633340784251	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
633	IRC15	713.227259698704	22	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
634	IRC25	39.4032143346499	4	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
635	IRE1	3926.67805744874	34	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
636	ISA2	270.821997079782	5	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
637	ISC1	735.938911165783	15	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
638	ISM1	63.188738615637	4	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
639	IST1	629.672476017368	13	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
640	ISU1	341.27727718727	9	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
641	ISW1	1149.02225865937	29	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
642	ISW2	1425.40481259091	46	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
643	ITC1	413.20689979549	16	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
644	ITR1	2952.95884090634	33	Hub-Bottleneck	HB	8	Cluster 8	#C08B12
645	ITR2	1046.67330019784	30	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
646	IZH3	109.516479835628	3	Non-Hub-Non-Bottleneck	NHNB	26	Cluster 26	#7570B3
647	JAC1	1184.42764675982	29	Hub-Non-Bottleneck	HNB	3	Cluster 3	#806C49
648	JEM1	112.973643739997	5	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
649	KAP104	3448.14004633538	34	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
650	KAP123	2622.44043262095	31	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
651	KAP95	5352.69501156668	41	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
652	KAR2	3747.56640599325	31	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
653	KCS1	161.559051506383	7	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
654	KDX1	396.868341226897	21	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
655	KES1	913.844187052685	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
656	KEX1	215.314656147518	8	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
657	KEX2	1601.84350485189	15	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
658	KGD1	1818.06688804918	31	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
659	KGD2	1178.30500399241	24	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
660	KIC1	1706.57272383847	29	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
661	KIN28	1388.70726924625	61	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
662	KIN3	380.273604342405	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
663	KIP1	783.785356277767	23	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
664	KIP2	643.639221524829	25	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
665	KRE1	149.369165180752	8	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
666	KRE33	811.612601085006	36	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
667	KRS1	1827.7900672078	21	Non-Hub-Bottleneck	NHB	2	Cluster 2	#736957
668	KSP1	319.589377161504	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
669	KSS1	4692.28250612595	67	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
670	LAC1	317.923226819021	13	Non-Hub-Non-Bottleneck	NHNB	27	Cluster 27	#896D90
671	LAG1	360.577769819426	12	Non-Hub-Non-Bottleneck	NHNB	27	Cluster 27	#896D90
672	LAS1	167.050059161145	33	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
673	LAS21	882.402388535789	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
674	LAT1	4110.80832755397	40	Hub-Bottleneck	HB	9	Cluster 9	#CC960D
675	LCB1	4133.41291416677	30	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
676	LCB2	4974.10939591445	35	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
677	LCB3	570.468415727654	15	Non-Hub-Non-Bottleneck	NHNB	27	Cluster 27	#896D90
678	LCB4	1138.31913072039	25	Non-Hub-Non-Bottleneck	NHNB	27	Cluster 27	#896D90
679	LCB5	2026.88903873896	27	Hub-Bottleneck	HB	27	Cluster 27	#896D90
680	LDB19	438.255099751527	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
681	LEM3	2560.38845200225	41	Hub-Bottleneck	HB	6	Cluster 6	#A6761D
682	LEO1	450.12636068031	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
683	LEU2	502.831408353994	11	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
684	LEU4	1091.47287211695	27	Hub-Non-Bottleneck	HNB	9	Cluster 9	#CC960D
685	LHP1	832.174340739016	21	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
686	LIA1	414.816177782709	3	Non-Hub-Non-Bottleneck	NHNB	21	Cluster 21	#E7298A
687	LIP2	357.358683177641	8	Non-Hub-Non-Bottleneck	NHNB	13	Cluster 13	#B3A90D
688	LIP5	385.503294806085	8	Non-Hub-Non-Bottleneck	NHNB	13	Cluster 13	#B3A90D
689	LOA1	289.126133497327	7	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
690	LOC1	1278.45367990901	38	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
691	LOS1	701.522822656608	14	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
692	LPD1	1116.63017162945	30	Hub-Non-Bottleneck	HNB	9	Cluster 9	#CC960D
693	LPL1	51.2532865784883	4	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
694	LPP1	279.491160391296	8	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
695	LRO1	364.804272906174	13	Non-Hub-Non-Bottleneck	NHNB	1	Cluster 1	#666666
696	LSB1	271.965385291798	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
697	LSB3	126.792847752738	7	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
698	LSC1	763.324473757141	24	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
699	LSC2	1021.91048798193	26	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
700	LSM1	1236.38117997136	32	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
701	LSM12	195.021768094569	10	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
702	LSM2	1630.58455841631	48	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
703	LSM3	944.006228340642	46	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
704	LSM4	1138.81570735863	44	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
705	LSM5	1114.74609758963	34	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
706	LSM6	250.166768304751	29	Hub-Non-Bottleneck	HNB	8	Cluster 8	#C08B12
707	LST8	1716.47557509054	26	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
708	LTE1	1129.38533009983	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
709	LUC7	433.641687164068	23	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
710	LYS1	212.580541297131	6	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
711	LYS12	784.146829479557	12	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
712	LYS20	1257.41145894529	20	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
713	LYS9	60.6895757231106	4	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
714	MAE1	1317.51392301013	24	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
715	MAK21	1281.39714271645	60	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
716	MAK5	249.53043319059	17	Non-Hub-Non-Bottleneck	NHNB	11	Cluster 11	#E6AB02
717	MAM33	694.333467869241	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
718	MAS1	3670.93126683319	44	Hub-Bottleneck	HB	3	Cluster 3	#806C49
719	MBF1	17.0973836420406	3	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
720	MBP1	226.450986223757	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
721	MCA1	332.211171422286	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
722	MCK1	2443.63828342138	23	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
723	MCM16	460.158379640625	23	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
724	MCM2	1475.1646375609	38	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
725	MCM21	457.817582536233	25	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
726	MCM22	531.333267722463	25	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
727	MCM5	1388.30507646913	39	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
728	MCM6	489.469392589699	31	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
729	MCM7	1555.63709787287	32	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
730	MCR1	778.409260187155	3	Non-Hub-Non-Bottleneck	NHNB	22	Cluster 22	#D03792
731	MCY1	788.763981523986	14	Non-Hub-Non-Bottleneck	NHNB	18	Cluster 18	#9A7449
732	MDH1	1262.0651420018	23	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
733	MDH3	796.892438651616	22	Non-Hub-Non-Bottleneck	NHNB	9	Cluster 9	#CC960D
734	MDJ1	752.485294525061	8	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
735	MDM10	595.570602546877	21	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
736	MDM12	245.756694187341	18	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
737	MDM34	215.228162532295	17	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
738	MDM35	2008.55520125603	17	Non-Hub-Bottleneck	NHB	3	Cluster 3	#806C49
739	MDV1	331.369173155269	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
740	MDY2	975.516604435773	31	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
741	MEC1	4408.11890163059	66	Hub-Bottleneck	HB	14	Cluster 14	#99A813
742	MEC3	200.831795349382	14	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
743	MED2	1352.48570216443	24	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
744	MED7	606.735723178892	32	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
745	MEF1	233.725318414276	21	Non-Hub-Non-Bottleneck	NHNB	8	Cluster 8	#C08B12
746	MES1	845.388756252215	15	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
747	MET17	1115.11260003919	17	Non-Hub-Non-Bottleneck	NHNB	18	Cluster 18	#9A7449
748	MET3	155.568404556588	5	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
749	MET6	904.7049663521	17	Non-Hub-Non-Bottleneck	NHNB	18	Cluster 18	#9A7449
750	MFT1	1078.95998826497	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
751	MGA2	171.524223903371	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
752	MGE1	1255.53656922691	36	Hub-Non-Bottleneck	HNB	3	Cluster 3	#806C49
753	MGM1	1163.59700578748	9	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
754	MGR1	122.550042178706	6	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
755	MGR2	231.841011704576	9	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
756	MGS1	346.606951466297	11	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
757	MHR1	458.727511183796	35	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
758	MIA40	1223.30227289676	16	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
759	MIC10	82.9777048025481	10	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
760	MIC60	446.447323178017	13	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
761	MID1	244.325499910771	9	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
762	MID2	590.66839125457	17	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
763	MIF2	317.750118635581	9	Non-Hub-Non-Bottleneck	NHNB	7	Cluster 7	#B38118
764	MIG1	1380.49617569231	19	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
765	MIG2	1314.19151710947	11	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
766	MIH1	3177.59772921348	60	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
767	MIP1	146.35893470618	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
768	MIR1	573.686429719858	16	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
769	MIS1	667.178338882036	14	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
770	MLC1	743.280509832079	22	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
771	MLP1	182.915073596504	13	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
772	MLP2	9283.39536458692	67	Hub-Bottleneck	HB	4	Cluster 4	#8C703A
773	MLS1	744.471818542359	27	Hub-Non-Bottleneck	HNB	9	Cluster 9	#CC960D
774	MMF1	174.657841205628	5	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
775	MMM1	1062.75118786104	22	Non-Hub-Non-Bottleneck	NHNB	3	Cluster 3	#806C49
776	MMR1	54.7634139178649	6	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
777	MMS21	545.983174305412	19	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
778	MMS4	264.497991462107	17	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
779	MMT1	189.510915735502	4	Non-Hub-Non-Bottleneck	NHNB	32	Cluster 32	#B36C19
780	MMT2	40.9395114035252	3	Non-Hub-Non-Bottleneck	NHNB	32	Cluster 32	#B36C19
781	MNN10	761.53143725497	19	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
782	MNN11	960.158277159545	21	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
783	MNN9	1051.11006012954	19	Non-Hub-Non-Bottleneck	NHNB	29	Cluster 29	#B16649
784	MOG1	183.158181636294	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
785	MON1	110.90454101206	11	Non-Hub-Non-Bottleneck	NHNB	5	Cluster 5	#99732C
786	MOT1	997.040703163536	23	Non-Hub-Non-Bottleneck	NHNB	14	Cluster 14	#99A813
787	MOT3	2850.16163679999	16	Non-Hub-Bottleneck	NHB	4	Cluster 4	#8C703A
788	MPA43	265.963247953781	8	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	#8C703A
789	MPD1	9.68541066386156	2	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
790	MPE1	1646.59293626017	36	Hub-Non-Bottleneck	HNB	4	Cluster 4	#8C703A
791	MPH1	1073.20580742968	32	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
792	MRC1	430.307679909029	31	Hub-Non-Bottleneck	HNB	14	Cluster 14	#99A813
793	MRF1	726.232585360254	35	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
794	MRP1	858.475852438133	39	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
795	MRP13	413.013249850379	36	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
796	MRP2	1097.78906177813	75	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
797	MRP20	354.926280165982	36	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
798	MRP21	600.518659242297	36	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
799	MRP4	2316.39227391937	80	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
800	MRP7	1269.42250698667	73	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
801	MRP8	152.433853513085	5	Non-Hub-Non-Bottleneck	NHNB	16	Cluster 16	#66A61E
802	MRPL10	5793.1259545411	86	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
803	MRPL16	820.4648378903	48	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
804	MRPL22	1369.79100678673	71	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
805	MRPL23	537.017204604891	61	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
806	MRPL3	592.978974696071	37	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
807	MRPL32	1436.03915193642	72	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
808	MRPL36	488.456968016313	36	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
809	MRPL6	619.471963654356	64	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
810	MRPL9	1986.23439079618	76	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
811	MRPS12	1583.09437894933	78	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
812	MRPS16	1521.74909147093	76	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
813	MRPS28	2114.20360452558	89	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
814	MRPS5	3274.88586840145	91	Hub-Bottleneck	HB	11	Cluster 11	#E6AB02
815	MRPS8	1410.76803171124	85	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
816	MRS3	507.360590405694	8	Non-Hub-Non-Bottleneck	NHNB	2	Cluster 2	#736957
817	MRT4	1182.48758281824	79	Hub-Non-Bottleneck	HNB	11	Cluster 11	#E6AB02
818	MSB3	607.036261490725	18	Non-Hub-Non-Bottleneck	NHNB	6	Cluster 6	#A6761D
