!Series_title	"Differential yeast gene transcription during brewery propagation"
!Series_geo_accession	"GSE16376"
!Series_sample_id	"GSM410831 GSM410832 GSM410833 GSM410834 GSM410835 GSM410836 GSM410837 GSM410838 GSM410839 GSM410840 GSM410841 GSM410842"
!Series_platform_id	"GPL2529"
!Series_platform_taxid	"4896"
!Series_platform_taxid	"4932"
!Series_sample_taxid	"27292"
!Sample_title	"Prop_0h_A"	"Prop_0h_B"	"Prop_0h_C"	"Prop_4h_A"	"Prop_4h_B"	"Prop_4h_C"	"Prop_8h_A"	"Prop_8h_B"	"Prop_8h_C"	"Prop_30h_A"	"Prop_30h_B"	"Prop_30h_C"
!Sample_geo_accession	"GSM410831"	"GSM410832"	"GSM410833"	"GSM410834"	"GSM410835"	"GSM410836"	"GSM410837"	"GSM410838"	"GSM410839"	"GSM410840"	"GSM410841"	"GSM410842"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_description	"Prop_0h_A"	"Prop_0h_B"	"Prop_0h_C"	"Prop_4h_A"	"Prop_4h_B"	"Prop_4h_C"	"Prop_8h_A"	"Prop_8h_B"	"Prop_8h_C"	"Prop_30h_A"	"Prop_30h_B"	"Prop_30h_C"
!Sample_platform_id	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"
!Sample_data_row_count	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"
!series_matrix_table_begin
"ID_REF"	"GSM410831"	"GSM410832"	"GSM410833"	"GSM410834"	"GSM410835"	"GSM410836"	"GSM410837"	"GSM410838"	"GSM410839"	"GSM410840"	"GSM410841"	"GSM410842"
"1774929_at"	329.515	444.466	827.931	262.53	245.041	259.56	64.7894	60.5052	36.6328	56.4926	77.8206	76.2552
"1774930_at"	609.416	2064.97	3322.02	568.743	629.655	688.527	145.48	126.119	73.3399	41.8171	189.035	120.483
"1774931_at"	11.5453	2.70555	9.841	1.0269	0.569088	0.38478	11.4139	17.4273	9.70933	18.0402	14.2211	11.4248
"1774932_at"	14.5036	88.9187	101.364	8.55599	4.98335	9.52285	7.40288	8.34906	19.3161	14.7649	27.2749	11.6761
"1774933_at"	375.37	846.05	1717.07	85.1459	79.2241	101.125	63.9006	79.9744	41.6324	79.9458	121.819	97.1495
"1774934_at"	12.6142	5.26749	1.01888	0.0973358	0.463856	2.04682	5.61046	1.03321	3.73469	6.88565	5.53839	0.273383
"1774935_at"	2.47836	12.6909	3.57529	0.39352	7.22912	0.816202	12.5318	0.402207	6.81544	9.34503	9.74571	0.543823
"1774936_at"	229.437	286.24	731.553	49.7317	49.7451	53.3089	47.0864	53.7296	18.6863	47.0656	56.9162	60.7873
"1774937_at"	98.1361	430.6	722.745	340.112	299.034	250.372	48.2447	39.1568	24.9609	26.0261	42.7944	67.5378
"1774938_at"	8.88738	10.3128	1.97276	4.31733	4.20678	3.24201	25.2717	18.5748	7.51472	19.9519	6.30578	16.4373
"1774939_at"	0.696159	17.2822	4.48211	2.71639	2.84287	1.88499	1.10772	1.66667	3.72821	3.75452	0.939699	0.921337
"1774940_at"	1.95399	8.46499	10.571	3.46726	0.377503	2.646	3.49319	8.14355	5.7101	0.188791	4.7587	1.17202
"1774941_at"	1.03848	6.40447	0.815192	1.93358	3.68745	0.0951276	2.61948	8.80836	6.98437	7.89146	12.4233	8.26906
"1774942_at"	58.4454	13.745	40.3681	0.795446	3.63841	3.13816	67.323	56.241	28.3399	52.6263	90.3444	40.5667
"1774943_at"	1.92903	1.53523	11.0445	1.0864	2.64762	1.21797	2.34483	3.51116	0.288054	1.13792	9.51575	0.610459
"1774944_s_at"	53.6221	39.0672	74.9982	22.7362	17.4455	15.4085	78.1857	88.7304	50.7623	139.929	110.697	109.339
"1774946_s_at"	40.7506	22.2043	26.9328	2.96415	1.28125	2.99855	81.2279	69.628	34.0566	160.623	131.712	110.872
"1774947_at"	51.21	45.9303	73.4102	20.3545	17.8333	18.0884	32.3503	21.7678	10.2202	19.0957	34.295	22.6822
"1774948_at"	1398.51	1641.45	2884.33	1210.04	1306.73	1253.54	77.7217	35.3304	24.8951	27.9402	56.7497	56.269
"1774949_at"	35.5033	76.4594	157.081	49.8908	56.9701	69.6011	28.4992	36.1952	25.4736	39.2138	74.5013	63.2058
"1774950_at"	2.47915	2.34903	2.59094	3.34426	0.238979	1.24365	4.36836	3.01832	3.37032	1.26956	1.94687	6.10575
"1774951_at"	11.0258	16.4911	18.7307	0.333779	0.556238	1.63215	6.52866	16.2552	2.8911	10.6202	11.099	14.8998
"1774952_at"	34.2036	62.2125	102.55	33.689	36.241	28.8376	74.7995	62.6615	47.8667	55.2598	92.2324	97.2765
"1774953_at"	2.10808	2.97884	0.574091	0.141581	0.0904315	0.40618	0.77047	1.03325	0.752237	0.530151	2.0196	5.62175
"1774954_at"	12.1971	9.21874	4.81144	2.71141	0.517283	4.10425	5.284	6.97028	1.04413	4.64638	2.08486	5.67038
"1774955_at"	1.71341	2.46138	6.91358	2.2075	3.184	2.00311	5.10854	0.507472	7.65884	10.9025	7.17444	2.68286
"1774956_at"	3.56879	16.7414	17.4632	4.60974	4.98076	4.26097	2.48182	2.64407	1.15402	12.8401	2.58968	1.38141
"1774957_at"	4.49202	9.13759	7.64135	2.4608	2.39642	2.01836	0.498924	8.17832	9.83262	4.57026	5.7893	2.48943
"1774958_at"	17.1762	2.68733	3.64817	1.13286	1.92133	1.21164	1.70391	0.857832	0.975506	1.08072	1.87293	0.377865
"1774959_at"	1.03715	1.24102	2.51216	0.554263	0.405252	0.31494	1.45655	1.20661	1.47446	0.665588	0.81951	8.85837
"1774960_at"	29.4708	380.851	745.195	16.9275	15.7632	18.3014	29.5872	18.5213	12.709	21.6437	37.731	32.879
"1774961_at"	24.0283	32.2098	38.1608	12.3997	3.16146	7.74832	13.7867	5.63876	6.5587	1.81919	16.5629	9.62137
"1774962_at"	13.0244	9.90723	11.9268	2.43844	1.9386	3.56562	2.27549	2.40667	4.11615	1.9963	7.94479	1.87641
"1774963_at"	1.34681	10.6221	2.94663	4.06899	1.5258	2.05974	21.2364	6.30975	11.1681	8.37639	3.7645	16.9753
"1774964_at"	8.58321	3.94185	2.17845	2.62307	0.401785	2.3366	0.599709	2.44454	5.12445	9.50975	6.40057	3.9674
"1774965_at"	3.0119	0.933005	7.64609	3.62136	4.22203	4.95787	4.49414	1.05784	3.7152	5.49022	7.83586	4.66432
"1774967_at"	163.586	368.727	633.543	33.028	30.6516	28.862	20.9075	17.6505	15.3266	4.96165	17.0049	17.2658
"1774968_at"	5.74007	0.760257	5.26465	1.74715	1.68823	0.381108	0.863001	2.62563	10.6222	1.12708	1.79501	7.00264
"1774969_at"	188.951	127.497	267.548	77.8637	87.8519	89.1605	37.3818	21.7473	17.0985	24.4252	46.4199	36.9285
"1774970_at"	11.3336	9.77683	4.72855	4.47122	4.85619	3.06091	2.68617	4.34106	3.16585	4.42454	5.41391	7.60063
"1774971_at"	294.017	278.696	545.401	113.047	109.634	125.22	13.9813	21.1357	30.2249	25.9381	32.6104	52.6777
"1774972_at"	7.70373	2.64882	2.77261	0.50388	0.259508	0.145945	0.88812	5.39565	12.1135	14.8906	5.37369	1.01379
"1774973_at"	4.16903	1.57528	11.4328	3.49037	1.29971	0.354619	8.60878	11.214	0.510775	0.911943	11.0284	4.12268
"1774974_at"	1274.07	3301.72	4590.8	939.196	942.945	937.476	98.5163	84.5343	59.4411	52.1845	82.4224	80.9622
"1774975_at"	0.880098	18.7044	4.18287	3.34794	2.94336	1.76072	8.00504	6.37148	1.02108	7.0937	9.45918	4.60119
"1774976_at"	275.513	497.703	1099.66	67.4618	60.3223	71.4433	29.7056	19.227	15.4338	28.877	35.677	50.3464
"1774977_at"	5.12311	2.48529	0.581618	1.44223	0.201431	0.37195	0.834671	0.547825	0.369639	0.261822	4.36149	0.306552
"1774978_at"	38.0361	173.884	281.988	110.278	119.795	126.126	142.41	112.199	71.3481	143.229	180.865	190.221
"1774979_at"	68.0321	86.5767	192.406	59.691	65.7177	68.734	21.9956	25.3459	9.105	12.4837	27.1108	28.3551
"1774980_at"	103.305	573.041	926.554	45.9135	43.1546	37.4342	52.9118	50.7573	25.0861	49.8457	54.5678	58.5181
"1774981_at"	6.63031	4.37231	11.9651	1.71808	0.37782	2.93281	4.71009	2.45548	6.71937	1.46858	0.927932	10.2434
"1774982_at"	119.212	393.016	905.355	27.3272	23.1997	23.5921	23.5026	30.5308	23.3438	59.5868	26.7778	48.1675
"1774983_at"	230.251	133.561	328.809	118.221	112.353	134.579	11.9363	9.55665	12.8721	44.6075	47.9264	52.0303
"1774984_at"	3.34783	1.29159	0.946542	0.695131	0.239829	1.25111	1.15713	1.07587	0.488838	0.381446	1.13688	0.674233
"1774985_at"	138.818	70.4721	117.141	61.8264	66.8934	67.6898	51.845	37.8476	25.6282	40.7368	57.1038	37.5058
"1774986_at"	25.932	12.9874	14.806	3.13536	1.62358	2.53562	1.66266	8.44087	2.75091	16.8412	13.334	6.13178
"1774987_at"	37.0572	125.447	27.1814	101.994	95.8023	78.827	18.4716	10.5745	7.43313	21.2268	12.1235	21.5454
"1774988_at"	10.8143	9.39743	7.78784	5.29028	5.24527	6.36286	8.5549	17.9836	12.9511	23.2974	22.9904	22.3448
"1774989_at"	1.16535	0.852352	0.43448	0.344888	0.333941	1.26657	5.68987	0.371079	0.391844	4.5604	1.02786	1.45059
"1774990_at"	463.835	309.195	620.369	61.4916	68.8493	71.8141	165.593	84.5308	37.3858	109.479	145.886	95.562
"1774991_at"	6.73359	4.12042	0.884176	0.179941	3.29723	0.478362	5.95589	17.8701	0.373937	1.199	2.93092	8.787
"1774992_at"	112.639	159.332	306.045	154.257	131.563	134.937	102.074	115.786	83.0719	131.098	171.414	176.734
"1774993_at"	65.1611	389.843	912.202	691.992	529.049	556.475	70.8048	63.4273	38.4912	87.7623	121.2	123.933
"1774994_at"	1.84719	11.8782	10.7725	0.353332	1.74541	3.25334	11.4626	3.60348	1.45179	2.02887	16.8561	11.2269
"1774995_at"	42.7179	119.493	186.803	42.7626	39.0688	48.7355	33.4017	25.5247	16.3004	32.4106	42.2015	28.2926
"1774996_at"	15.9315	14.1639	21.9116	3.29911	6.23509	4.35955	8.19566	5.08393	8.52841	9.64351	5.06304	13.1975
"1774997_at"	0.787709	5.10232	1.22667	0.330362	0.429828	0.158446	1.07037	3.13465	0.646256	0.499349	0.322966	5.07747
"1774998_at"	133.867	85.0339	181.728	38.8353	39.3224	44.2073	315.507	208.51	158.79	302.704	365.693	253.346
"1774999_at"	10.0169	2.00786	2.69013	0.362742	0.451017	0.413327	4.08631	16.5249	1.91538	12.6433	2.89812	2.65555
"1775000_at"	142.7	64.4353	198.406	61.2357	64.9226	68.6664	64.6433	74.2854	42.5585	86.8475	146.896	109.346
"1775001_at"	10.0301	5.09184	17.0086	2.6272	4.72194	1.5215	1.13747	5.61865	7.98735	0.47875	0.668042	3.79536
"1775002_at"	16.9011	158.021	114.041	76.228	73.3657	84.9368	19.3709	22.4914	16.4765	20.432	38.4612	38.1149
"1775003_at"	28.5457	33.1383	69.8419	17.1255	18.0608	17.4191	31.3343	28.6492	7.71562	30.1701	35.7665	36.0434
"1775004_at"	121.947	72.0678	175.135	82.134	73.3722	88.0001	73.093	51.0019	28.7041	42.9803	96.6229	60.1979
"1775005_at"	1985.43	443.995	859.048	243.473	315.964	250.644	60.4723	65.8105	27.926	58.9984	77.5644	63.883
"1775006_at"	554.149	2404.41	3585.01	806.564	725.451	633.179	315.244	167.513	106.026	214.731	273.671	147.272
"1775007_at"	750.805	714.845	1497.9	384.816	391.374	433.266	22.1516	18.7899	6.30855	31.2084	27.8796	20.6526
"1775008_at"	16.7297	4.5881	1.4377	2.20988	2.24858	0.507161	10.4664	1.40347	3.61088	8.49069	1.48827	8.35463
"1775009_at"	15.3784	10.6625	3.52698	1.03962	1.3176	2.92764	7.86473	0.936952	0.610772	0.613223	7.84911	2.21914
"1775010_at"	1.48052	1.24177	0.959928	0.524482	0.484407	0.919384	2.26436	4.83135	1.02291	7.00268	0.825222	1.05602
"1775011_at"	2.98347	1.94645	11.1405	2.5267	0.616803	2.66117	10.0004	6.56939	4.24739	8.31572	5.56847	11.5814
"1775012_at"	159.811	172.966	447.892	97.5743	101.497	108.548	206.72	309.856	164.242	333.123	417.832	403.151
"1775013_at"	0.783305	1.32281	2.46142	0.180701	0.165378	0.212815	2.52158	0.855318	1.90081	4.06485	5.6559	1.00538
"1775014_at"	1678.58	1611.09	3080.78	1389.3	1675.09	1595.15	57.6801	46.8165	41.2221	170.889	153.871	124.252
"1775015_at"	70.0437	139.368	324.658	36.343	36.1978	33.0874	33.7748	34.4636	17.8877	35.2948	56.0624	41.525
"1775016_at"	3.26797	1.23142	1.41726	0.45982	0.440396	0.462543	1.00777	2.05054	3.68284	1.19822	7.88396	0.356226
"1775017_at"	2.22209	7.76455	2.92697	0.449454	3.32099	1.14436	0.74574	9.60479	0.863509	0.35794	1.27552	1.70891
"1775018_at"	15.2056	109.228	28.5853	47.9676	42.3086	40.5179	22.1416	27.8661	7.58703	15.7655	23.5956	25.1066
"1775019_at"	11.3274	9.22254	0.684988	0.922844	2.56056	0.339341	0.842992	0.484843	2.58794	4.65393	0.455194	5.87096
"1775020_at"	42.1613	55.5176	149.734	33.5787	30.6327	38.7082	84.6769	95.3314	68.5863	74.0635	165.49	120.91
"1775022_at"	200.366	316.171	582.924	74.2441	75.1414	62.9881	91.3668	97.8733	44.7948	77.9013	103.403	127.404
"1775023_at"	128.393	208.919	462.754	20.3277	26.4358	22.4145	36.7554	49.6384	26.4	39.3186	50.5287	70.1134
"1775024_at"	192.996	101.9	244.869	97.692	88.846	116.11	35.0616	26.336	13.2613	27.9097	37.2185	42.0349
"1775026_at"	0.612438	2.20824	4.53299	0.0994112	0.0627489	2.10051	0.157493	1.53636	0.656707	4.21648	0.578713	4.54704
"1775027_at"	13.925	16.0739	7.54895	3.32425	5.19931	1.46618	0.471126	5.92709	3.90825	3.26275	5.67057	1.14526
"1775028_at"	487.051	422.88	1189.24	273.729	277.508	306.784	44.3319	53.4021	11.3529	24.2609	46.8179	53.8303
"1775029_at"	6.15639	8.0183	11.9625	3.64976	1.57114	1.35074	10.0677	10.4536	14.5579	5.80995	10.5759	6.05782
"1775030_at"	947.723	477.196	1051.69	371.621	410.367	452.47	64.6774	114.437	95.3689	112.206	134.234	157.903
"1775031_at"	376.398	481.508	1048.46	499.354	566.298	599.553	120.444	110.13	39.9531	112.744	167.923	112.462
"1775032_at"	8.15042	1.60255	2.20069	0.193502	0.581676	0.191349	0.39828	0.675306	0.63861	0.695599	0.484221	1.09469
"1775033_at"	0.62516	7.69555	1.99433	0.375818	1.5175	1.95891	0.375404	0.849013	4.07379	2.30097	3.75715	7.59025
"1775034_at"	3.44263	0.654475	3.91599	0.246365	0.972322	0.336249	2.54589	0.65468	0.703767	1.42467	1.63654	1.2477
"1775035_at"	34.9925	26.6685	64.3807	13.2368	20.6523	20.2528	37.8699	44.527	35.1654	40.3845	58.0764	117.468
"1775036_at"	247.671	335.069	767.053	392.006	389.312	425.951	126.888	83.556	42.4964	54.4323	133.341	66.6284
"1775037_at"	1.19483	4.00299	3.95899	4.61718	3.17465	2.71496	8.48966	3.54815	8.54397	4.10891	0.782336	0.968218
"1775038_s_at"	34.0064	18.9836	20.6119	7.27932	6.72155	1.16058	24.548	23.0783	24.0678	25.4554	20.1838	14.607
"1775039_at"	184.828	196.011	415.608	87.6422	77.1573	84.0563	249.741	171.691	147.851	170.373	200.536	235.379
"1775040_at"	0.253886	0.392745	0.322128	1.2781	0.13902	0.371319	0.177207	0.196975	4.87437	0.157447	0.332046	4.06305
"1775041_at"	151.109	130.485	311.21	54.2297	48.4966	57.3018	7.90134	5.62466	7.36494	10.5745	10.9561	18.4728
"1775042_at"	3.33491	1.01193	3.11282	2.6615	2.73699	0.374451	1.22731	2.31821	1.34566	5.10939	3.54834	2.61852
"1775043_at"	62.1938	59.0012	144.712	35.5715	36.4608	40.8341	24.1699	29.2692	24.1697	27.8642	43.5441	43.7558
"1775044_at"	398.413	586.07	1370.55	163.414	182.201	195.798	34.2557	32.1822	23.4165	28.7442	34.9159	18.6772
"1775045_at"	5.58543	2.17555	4.51972	0.277605	0.815082	3.79763	1.32202	0.833129	6.15952	0.867763	1.68608	9.43173
"1775046_at"	86.4557	492.995	947.52	1158.22	1166.2	1162.9	61.1928	37.9563	27.432	63.0656	75.6888	51.9122
"1775047_at"	38.1159	3.25319	8.97703	4.12322	2.23202	4.13979	25.548	22.2435	16.8254	16.325	32.96	13.4831
"1775048_at"	0.42536	8.10752	8.2957	0.113526	0.427242	0.0814365	3.52703	0.61553	0.608581	1.90361	8.12282	6.02649
"1775049_at"	9.97229	9.3773	16.1271	3.93741	5.1147	2.81725	1.44523	1.0119	8.75021	6.98027	7.46157	1.52159
"1775050_at"	162.869	297.356	864.022	251.177	232.257	226.916	93.1313	50.8669	26.0919	56.5542	94.7771	62.4566
"1775051_at"	14.6277	21.0934	10.0449	1.64818	0.272497	0.743622	8.42296	20.5212	5.30451	1.55334	16.0355	1.55938
"1775052_at"	127.217	477.92	901.556	24.3603	22.1225	22.3719	58.5197	61.0818	11.0031	28.3455	48.4748	28.1371
"1775053_at"	15.7146	1.30634	2.09276	3.64124	1.61368	2.78031	4.51564	1.99549	7.34255	6.53555	1.23183	1.33179
"1775054_at"	255.72	492.013	909.19	132.304	134.406	161.157	161.218	124.501	78.8578	107.253	163.284	121.359
"1775055_at"	23.8753	2.94966	19.6632	3.16637	3.58415	4.92271	114.635	91.4971	68.8646	151.365	155.405	146.94
"1775056_at"	307.663	646.709	1120.81	451.365	435.304	442.579	32.6077	26.9377	13.4638	26.6487	41.8056	23.2564
"1775057_at"	13.6269	6.69496	11.3389	2.39109	3.19019	3.29852	23.4002	12.7355	16.267	8.12397	22.8665	13.8583
"1775058_at"	14.0496	8.18714	7.9554	2.98678	0.220175	1.64684	12.8728	5.95079	3.64711	1.4278	10.535	9.14007
"1775059_at"	9.10484	1.22674	8.79894	5.37581	4.17873	3.04288	2.85876	1.28149	0.941301	1.34148	1.27741	7.53447
"1775061_at"	12.4828	2.43125	0.809242	0.134226	3.10937	0.285594	0.478028	0.509022	0.971215	1.58738	0.791074	0.435709
"1775062_at"	2.32497	3.36698	1.77285	0.223557	0.265753	0.0851894	8.15929	5.68981	1.09542	3.24031	3.69443	0.637859
"1775063_at"	1.17545	13.7615	17.5813	0.680951	3.18918	1.48754	8.46978	12.7542	12.416	10.063	20.1163	20.3577
"1775064_at"	1.0142	2.27602	0.500499	0.140452	0.198385	0.153698	1.22504	6.0961	0.907651	0.774831	1.50876	0.284235
"1775065_at"	1.76083	8.75675	1.50974	0.506905	0.174804	0.36878	0.948909	0.433571	1.57503	0.879642	1.28967	0.930646
"1775066_at"	178.649	348.677	909.763	817.652	883.807	988.103	22.833	15.4273	11.3864	28.4186	27.3245	19.3341
"1775067_at"	0.810698	10.4468	12.61	4.07696	0.645014	2.47356	0.438428	7.93431	4.29017	0.493808	0.350385	4.05784
"1775068_at"	139.535	215.923	348.011	139.544	140.867	153.805	46.5567	41.1258	22.7569	36.442	50.1494	46.1129
"1775069_at"	206.837	242.689	630.65	121.594	107.812	128.578	41.5807	32.2958	15.3241	30.4684	46.1327	34.1301
"1775070_at"	355.53	57.5246	90.4018	12.9063	12.8503	14.6232	92.9672	128.377	79.5234	203.432	224.036	239.878
"1775071_at"	81.0407	161.897	339.298	45.1971	60.7414	43.3971	78.1947	67.3684	42.2458	94.0574	140.22	105.226
"1775072_at"	12.8687	7.54227	8.07411	1.25967	1.84315	0.37485	2.71217	8.47589	4.6759	0.826818	11.1127	3.44443
"1775073_at"	17.672	6.10258	0.606093	0.437271	1.56707	2.21568	8.34575	12.9484	8.31326	1.25874	9.80766	1.60663
"1775074_at"	117.239	171.069	307.485	36.074	32.1656	37.4746	25.5504	27.0259	7.90696	27.6192	55.2156	56.5239
"1775075_at"	1.71786	2.46109	6.41454	0.5464	0.969538	1.45835	7.9141	10.1188	0.276961	2.75137	0.804205	2.55978
"1775076_at"	41.1948	97.9606	187.135	49.3576	47.0621	43.1032	16.9545	13.044	7.71182	5.555	6.19743	3.73231
"1775077_at"	17.8929	8.36925	13.3297	2.43086	4.01856	3.18241	4.1476	4.28495	3.88802	5.59129	7.55703	4.0692
"1775078_at"	51.9559	219.755	454.941	61.7282	59.3095	52.0399	55.5116	56.0037	23.563	48.9893	60.2429	75.8541
"1775079_at"	47.1982	58.4781	141.238	39.3788	34.3739	37.294	10.0129	2.69305	9.50578	5.21937	17.2086	15.9759
"1775081_at"	2.70073	1.00754	6.94964	2.31614	0.258187	3.04613	5.01056	5.45457	0.939142	4.06519	1.23981	3.4903
"1775082_at"	1.14775	9.83829	1.20314	0.615089	0.425983	0.990303	2.1563	2.00622	1.25405	1.07005	0.406403	0.682157
"1775083_at"	71.1797	131.755	331.12	85.848	84.5554	90.5598	51.9374	36.1517	26.6772	56.0836	59.8292	35.4306
"1775084_at"	20.534	0.565953	2.78048	3.53136	0.584096	2.11102	19.426	9.85801	8.40913	14.6041	21.99	9.22879
"1775086_at"	23.1294	16.5782	19.8697	5.74836	6.8373	5.95544	7.64236	14.0428	6.26699	10.0008	12.2632	12.7562
"1775087_at"	130.824	136.377	335.981	118.081	124.714	127.496	35.4984	24.7572	20.8883	28.3496	38.9702	36.6982
"1775088_at"	5.75824	3.74515	7.05374	3.11105	0.435637	1.87756	12.1402	2.27368	0.968403	6.16021	6.83218	7.29171
"1775089_at"	52.356	82.0459	241.52	9.73727	15.3581	16.548	162.964	78.797	49.2199	194.133	152.319	90.8856
"1775090_at"	12.705	18.818	17.8593	4.55113	4.30449	4.54505	11.198	8.18499	13.211	15.5556	13.32	6.48245
"1775091_at"	132.548	138.104	259.146	114.29	94.6661	95.5884	23.9214	18.4668	17.3813	31.8306	42.226	32.5352
"1775092_at"	192.413	335.643	624.137	129.558	131.571	140.687	73.7321	66.0872	37.6839	63.8334	105.955	79.8508
"1775093_at"	22.7383	0.559215	0.902557	3.2727	1.14382	1.46306	5.07919	0.951728	0.125018	0.321596	0.419649	5.10037
"1775094_at"	1.79495	2.77969	1.46193	0.89216	0.275597	0.460268	1.72566	16.1303	5.13752	0.875752	4.41987	2.04232
"1775095_at"	204.706	127.447	321.483	53.3209	58.043	53.8679	44.9945	35.9491	18.4176	71.6935	51.3385	57.6213
"1775096_at"	12.9234	4.93328	8.46971	4.1526	2.53277	0.229841	4.59209	1.54045	1.11457	4.66601	2.2396	5.17492
"1775097_at"	9.39298	1.15179	11.4146	0.407859	6.33222	2.08193	1.02071	1.15802	1.82445	1.65945	0.78589	1.41456
"1775098_at"	599.994	1211.09	3214.63	285.283	279.246	286.704	36.4787	36.3774	13.6733	25.6316	34.8328	34.5322
"1775099_at"	3.44989	1.89744	4.69942	0.295735	0.787162	3.1925	0.707331	8.22403	0.536973	8.56139	5.11058	13.6127
"1775100_at"	3.88952	10.042	6.8272	0.384534	0.206767	1.96052	0.807034	0.555079	6.27982	3.05164	0.818461	0.574724
"1775101_at"	276.95	134.967	190.329	143.115	157.801	171.318	23.0124	37.2382	21.0706	37.5111	31.0497	36.7166
"1775102_at"	0.967672	13.0224	2.03683	1.70438	3.60971	2.11663	11.0369	8.67749	0.25954	1.76027	2.43849	8.66537
"1775103_at"	13.9732	0.305312	10.3079	0.486738	1.68414	0.860622	3.22382	2.95421	3.84896	2.14989	2.68683	6.2026
"1775105_at"	1.35599	20.4443	2.06421	5.2595	2.11687	2.92347	2.04392	5.14876	0.988284	2.43746	0.707042	1.13045
"1775106_at"	7.6623	6.26417	3.51825	0.302803	0.814291	1.4714	3.50389	6.63022	0.691981	0.559232	0.635561	1.09219
"1775108_at"	57.5061	145.752	325.158	51.0601	49.3012	47.7332	39.2543	50.6791	42.9379	78.5277	58.9843	86.7637
"1775109_at"	5.84738	28.2734	16.466	25.4723	22.1929	22.7888	13.2973	17.3908	3.70324	7.77731	26.1168	10.8276
"1775110_at"	22.0425	14.6377	12.8565	1.35821	2.95526	1.98609	9.55491	2.92617	8.9927	11.9351	10.3528	4.4269
"1775111_at"	1.82237	5.73293	0.469918	1.53958	0.57483	0.104377	0.72863	0.362903	5.53123	8.79149	1.64715	10.8626
"1775112_at"	170.086	675.845	1581.7	679.739	628.671	618.666	124.722	102.47	57.3088	104.874	136.715	100.068
"1775113_at"	0.640335	0.207586	0.759467	0.168895	1.34702	0.0547699	0.760675	2.64203	2.43565	0.377115	1.02574	0.142991
"1775114_at"	17.2524	29.1231	43.6408	20.7063	16.9766	21.7773	38.699	47.0481	21.8205	49.6863	74.2174	51.117
"1775115_at"	7.23159	25.9153	28.4614	9.25479	8.93176	3.53287	13.468	11.965	5.02212	16.3059	21.6717	9.87337
"1775116_at"	43.0489	125.257	199.577	41.1404	41.8872	38.6895	120.008	113.428	113.102	137.288	229.182	239.601
"1775117_at"	1.94872	8.66528	8.67853	3.66995	1.29667	1.69046	2.34137	1.42945	5.62724	6.11887	1.42189	5.36892
"1775118_at"	55.0113	205.196	403.523	79.9848	69.1156	67.7285	64.0823	94.1245	52.8993	80.2475	84.1424	138.75
"1775119_at"	3.12909	4.11571	3.72899	2.01193	1.91687	1.52871	0.832581	2.72984	8.09641	1.09543	4.32632	0.922597
"1775120_at"	9.59928	5.77335	7.40191	0.230663	2.99168	0.422332	8.62961	3.65914	10.4273	2.20296	3.96165	5.51862
"1775122_at"	11.3813	4.64832	10.8068	2.86529	2.44806	0.759502	5.83892	5.44465	2.13629	6.67983	9.82919	8.16471
"1775123_at"	1.90508	14.7545	10.2153	1.69969	0.489351	1.30044	12.2251	0.406164	1.44221	9.08748	0.832913	2.97173
"1775124_at"	8.14868	6.38762	3.05772	0.979952	2.10947	0.773813	8.14132	1.34724	0.609408	2.10745	1.60214	5.96365
"1775125_at"	9.36788	8.93433	9.70496	0.170308	0.470491	0.189604	1.49282	0.707295	1.07461	13.6974	9.15851	1.40437
"1775126_at"	0.600729	0.801092	0.592416	0.131407	0.109904	0.646086	2.33839	0.183239	0.393177	0.619283	0.460934	0.270599
"1775127_at"	9.85973	6.99966	10.9848	5.18736	4.68573	3.52513	1.54598	1.90255	7.60012	5.7638	5.06189	3.65342
"1775128_at"	3899.13	5632.38	6819.39	2579.19	2953.96	2328.91	352.013	283.533	227.599	144.594	238.115	167.839
"1775129_at"	14.0585	11.621	24.704	3.14531	4.60445	2.038	7.8427	9.57065	7.26389	3.09889	2.74864	9.04031
"1775130_at"	110.865	447.856	750.348	40.0357	37.9837	40.3499	98.2711	71.5142	50.5974	103.664	118.968	114.128
"1775131_at"	330.463	787.114	1308.13	651.217	631.208	619.438	113.066	105.21	51.278	77.5237	144.484	142.331
"1775132_at"	17.2017	115.345	36.2451	25.0007	20.7504	25.8843	31.061	29.1622	28.2188	55.6314	58.5836	73.2778
"1775133_at"	53.1481	65.2002	175.505	81.343	83.7456	85.3071	23.4699	53.7465	31.8415	43.3692	60.4307	70.8444
"1775134_at"	2.69087	1.37408	12.7466	0.512878	3.19273	1.37685	6.13518	9.5658	1.01197	4.96368	1.8322	1.23562
"1775135_at"	1.04335	7.9548	6.54056	0.0850968	0.338638	0.243203	7.86816	6.25146	6.3148	5.67624	5.64515	0.942042
